model_no,type,speed,kit_size,size_per_stick,first_word_latency,cas_latency,color
50703,,6000,4,24,10,30,Black
50704,,7000,2,24,10.286,36,White
50705,,3200,2,32,10,16,Black
50706,,7000,2,16,9.714,34,Black / Silver
50707,,3600,1,16,10,18,Black
50708,,3200,1,16,10,16,Silver / Black
50709,,2666,1,8,12.003,16,Black / Yellow
50710,,5600,2,32,12.857,36,Black / White
50711,,3600,4,8,10,18,Black
50712,,2133,1,16,14.065,15,Black
50713,,3600,2,16,8.889,16,White
50714,,6000,2,16,10,30,Black
50715,,3200,4,8,10,16,Red / Black
50716,,4800,1,64,16.667,40,Green
50717,,3600,2,32,10,18,Black
50718,,6200,2,16,10.323,32,Black / Silver
50719,,6400,2,16,10,32,Black
50720,,5600,1,8,14.286,40,Black
50721,,3200,2,8,10,16,Black / Silver
50722,,5600,2,32,16.429,46,Black
50723,,2666,1,16,12.003,16,Black / Yellow
50724,,2666,2,8,14.254,19,Black
50725,,2400,2,8,12.5,15,Black / White
50726,,6400,2,32,10,32,White
50727,,2400,1,8,14.167,17,Green / Black
50728,,6000,2,16,12,36,Black
50729,,2133,1,4,14.065,15,Black / Green
50730,,5200,2,8,14.615,38,Black
50731,,1600,2,4,12.5,10,Blue / Silver
50732,,6000,2,24,12,36,Black / Silver
50733,,4800,2,8,16.667,40,Black
50734,,5200,2,32,15.385,40,Black
50735,,3200,8,32,10,16,White
50736,,6000,1,16,12,36,Black
50737,,3200,1,16,11.25,18,Red / Black
50738,,4000,2,8,9,18,Black
50739,,7200,2,16,9.444,34,Black
50740,,6000,2,32,10,30,Black
50741,,6000,2,16,12,36,Black
50742,,6000,2,16,12,36,Black
50743,,2666,1,32,14.254,19,
50744,,5200,2,16,13.846,36,Black
50745,,8200,2,24,9.268,38,Black
50746,,5600,2,16,14.286,40,White / Gray
50747,,3600,4,32,8.889,16,Black / Silver
50748,,5200,2,16,15.385,40,Black
50749,,3600,2,8,8.889,16,Black
50750,,5200,2,32,13.846,36,Black / White
50751,,6200,4,16,10.323,32,Black / Gray
50752,,3600,2,8,9.444,17,Black
50753,,4400,2,32,8.636,19,
50754,,1600,1,8,13.75,11,Black / Green
50755,,6000,2,32,10,30,Black
50756,,6000,2,24,10,30,Black
50757,,6000,2,32,12.667,38,Red
50758,,5200,2,16,15.385,40,White
50759,,5200,1,16,15.385,40,White
50760,,3600,2,16,10,18,Black / Gray
50761,,6200,2,16,11.613,36,Black
50762,,3200,2,16,10,16,Black
50763,,3200,1,32,13.75,22,Black
50764,,3200,2,8,10,16,Red
50765,,3600,4,8,8.889,16,Black
50766,,6000,2,16,10,30,White
50767,,3600,4,16,10,18,Black
50768,,7000,2,16,11.429,40,Black / Silver
50769,,6000,1,16,14,42,White
50770,,3466,2,16,9.233,16,Black / Silver
50771,,3200,2,16,10,16,Black
50772,,3200,2,16,10,16,White
50773,,3000,2,8,10.667,16,Black
50774,,3600,2,32,8.889,16,Black / Silver
50775,,6200,2,16,12.258,38,Black
50776,,3200,1,16,13.75,22,
50777,,3200,2,8,10,16,Red
50778,,3200,2,4,11.875,19,Black
50779,,6000,2,16,13.333,40,Black
50780,,5200,2,16,14.615,38,Black
50781,,4000,1,16,10,20,Red / Black
50782,,3600,2,8,10,18,White
50783,,2400,2,4,13.333,16,Black / Yellow
50784,,3200,4,32,10,16,Black
50785,,4800,1,16,16.667,40,Black
50786,,5600,2,32,10,28,White / Black
50787,,1600,4,8,11.25,9,Black / Yellow
50788,,6000,2,24,14,42,White
50789,,6400,2,16,9.375,30,White
50790,,1600,1,4,13.75,11,Green
50791,,6000,2,32,13.333,40,Black
50792,,3600,1,16,10,18,White
50793,,3600,2,32,10,18,Silver / Black
50794,,3200,2,32,10,16,White
50795,,3600,2,16,10,18,Black
50796,,3200,2,8,9.375,15,White / Gold
50797,,6000,2,32,10,30,White / Black
50798,,1600,2,8,11.25,9,Black / Silver
50799,,3200,1,32,10,16,Black
50800,,3600,4,8,10,18,Silver / Black
50801,,7000,2,16,11.429,40,Black / Silver
50802,,3000,2,4,10.667,16,Black
50803,,5200,2,8,14.615,38,White
50804,,3600,4,32,10,18,Black
50805,,3600,2,16,10,18,Black / Silver
50806,,3200,2,16,10,16,Black
50807,,3600,2,16,10,18,White
50808,,4000,2,16,9,18,Black
50809,,6400,2,16,12.5,40,White
50810,,6000,2,16,12.667,38,Red
50811,,5600,2,16,12.857,36,White
50812,,4800,1,32,16.667,40,Silver
50813,,6000,4,16,12,36,Black
50814,,3600,2,8,10,18,Black
50815,,3200,1,8,10,16,Black / Yellow
50816,,6000,2,24,10,30,Black / Silver
50817,,6000,2,32,10,30,White
50818,,3600,2,16,10,18,White / Black
50819,,2666,2,8,14.254,19,Black
50820,,2133,2,8,13.127,14,Black / White
50821,,7200,2,16,9.444,34,Black / Silver
50822,,6000,2,16,12,36,Black
50823,,2666,2,16,14.254,19,Black
50824,,2666,1,16,14.254,19,Black
50825,,3200,1,8,10,16,Black
50826,,3200,2,32,10,16,Gray
50827,,7200,2,24,10,36,White
50828,,3600,1,8,10,18,Black
50829,,5200,2,24,14.615,38,Black
50830,,3600,4,32,8.889,16,Gold
50831,,3000,2,8,10,15,Red
50832,,1600,2,8,13.75,11,Black
50833,,5200,2,32,15.385,40,Black
50834,,5200,2,32,15.385,40,Gray
50835,,4000,2,8,8.5,17,Black
50836,,6400,2,32,10,32,Black
50837,,6000,2,32,10,30,Gray
50838,,6400,2,48,10,32,Black / Silver
50839,,7600,2,16,9.474,36,Silver / Black
50840,,3200,1,8,11.25,18,Red / Black
50841,,3200,1,16,10,16,Black / Yellow
50842,,2800,4,16,10,14,Black
50843,,3600,2,8,10,18,Black
50844,,5600,2,32,16.429,46,Black
50845,,2667,1,1,14.993,5,Green
50846,,6000,2,16,10,30,Black
50847,,6000,2,16,12,36,White / Black
50848,,7400,2,16,9.73,36,Black / White
50849,,3200,2,16,10,16,Black
50850,,7200,2,24,9.444,34,White
50851,,6000,2,16,12.667,38,Black / Silver
50852,,6600,2,16,10.303,34,Black
50853,,3200,2,16,10,16,White
50854,,2666,1,8,14.254,19,Green / Black
50855,,3200,1,8,10,16,Black
50856,,3600,2,32,11.111,20,Red / Black
50857,,3200,2,16,10,16,Black / Silver
50858,,3600,1,16,10,18,Black
50859,,6000,2,32,10,30,Black
50860,,6000,2,16,12,36,Black / White
50861,,2666,1,16,12.003,16,Black
50862,,3200,2,8,10,16,Silver / Black
50863,,7000,2,16,10.857,38,White
50864,,2666,1,64,14.254,19,Green / Black
50865,,3600,2,16,10.556,19,Red / Black
50866,,3600,2,32,10,18,Silver
50867,,5600,2,48,14.286,40,Black
50868,,5600,2,32,12.857,36,Black / Gray
50869,,3200,8,32,8.75,14,Black
50870,,3600,4,16,10,18,Black
50871,,6000,2,32,12,36,Black
50872,,6400,2,16,11.25,36,Black
50873,,6800,2,16,11.765,40,Black
50874,,1600,2,4,11.25,9,Black / Silver
50875,,3200,2,8,10,16,Silver / Black
50876,,3600,2,16,8.889,16,Black
50877,,3600,2,16,10,18,Black
50878,,3600,2,32,10,18,Black
50879,,7200,2,16,9.444,34,White
50880,,7200,2,24,10,36,White / Black
50881,,6000,2,32,13.333,40,Gray
50882,,5200,2,48,14.615,38,Black
50883,,3600,1,16,10,18,Gray / Black
50884,,3600,2,32,10,18,Silver / Black
50885,,6000,2,16,10,30,Black
50886,,6400,2,16,10,32,Black
50887,,3200,2,8,10,16,Black
50888,,4800,1,16,15.833,38,Black / Silver
50889,,6000,2,32,10.667,32,Black
50890,,5600,2,16,12.857,36,Black / Silver
50891,,7600,2,16,9.474,36,Black / Silver
50892,,7200,2,24,9.444,34,Black
50893,,6400,2,32,10,32,Black
50894,,3200,2,8,10,16,Gold / Black
50895,,6000,2,32,10,30,Black
50896,,6000,2,32,13.333,40,White / Gray
50897,,5600,2,32,12.857,36,Black
50898,,6800,2,16,11.765,40,Black
50899,,3000,2,8,10,15,Blue
50900,,1600,4,8,12.5,10,Black / Red
50901,,5600,2,16,14.286,40,White / Gray
50902,,3200,2,8,10,16,Black / White
50903,,6800,2,16,10,34,White / Black
50904,,3000,2,8,10.667,16,Black
50905,,3200,2,8,10,16,Black
50906,,3600,2,16,10,18,Black
50907,,3200,2,8,10,16,Black
50908,,6000,2,16,12,36,White
50909,,3200,1,32,11.25,18,Red / Black
50910,,3000,1,8,10.667,16,Silver / Black
50911,,2666,2,8,14.254,19,Green
50912,,2666,2,8,12.003,16,Black
50913,,5200,2,16,13.846,36,Black / White
50914,,3200,1,32,13.75,22,Green / Black
50915,,6800,2,48,10,34,Black
50916,,8000,2,16,9.5,38,Silver / Black
50917,,5600,2,32,14.286,40,Black
50918,,2666,1,8,14.254,19,Green
50919,,3600,2,16,8.889,16,Black
50920,,3200,2,16,10,16,Red / Silver
50921,,6000,2,32,10.667,32,Silver / Black
50922,,3200,2,4,10,16,Black
50923,,1866,1,8,13.934,13,Green / Black
50924,,3000,4,16,9.333,14,Red
50925,,3600,2,16,7.778,14,White
50926,,3600,2,32,10,18,Black / Silver
50927,,2133,1,16,14.065,15,Black / Red
50928,,6000,2,48,10.667,32,Silver / Black
50929,,6000,2,16,12,36,Black / Gray
50930,,6600,2,16,10.303,34,White / Black
50931,,3600,4,16,7.778,14,Black
50932,,3600,4,16,10,18,White
50933,,5600,1,32,14.286,40,Black / Gray
50934,,6200,2,16,12.903,40,Black / White
50935,,3600,2,8,10,18,Black / Gray
50936,,2666,1,8,14.254,19,Black
50937,,3200,1,8,10,16,Black / Silver
50938,,6400,2,48,10,32,Silver / Black
50939,,4600,2,16,8.261,19,Black
50940,,6400,2,24,10,32,Black
50941,,6400,2,32,10,32,Silver / Black
50942,,3000,1,32,10.667,16,Black / Yellow
50943,,5600,1,32,13.571,38,White
50944,,5200,2,16,15.385,40,Black
50945,,2800,2,2,12.5,5,Black
50946,,6000,2,16,10,30,White
50947,,3200,4,8,10,16,White / Black
50948,,4000,4,32,9,18,Black
50949,,8000,2,16,9.5,38,White / Silver
50950,,3200,2,8,10,16,Gray
50951,,6400,4,16,10,32,Black / Gray
50952,,7000,2,16,9.714,34,Gray
50953,,3600,2,8,11.111,20,Black
50954,,3600,1,8,10,18,Black
50955,,3000,2,8,10.667,16,Black / White
50956,,5600,2,16,12.857,36,Black / Silver
50957,,6400,2,16,10,32,Black
50958,,4000,4,16,9,18,Black
50959,,6000,1,16,10.667,32,Silver / Black
50960,,8000,2,24,9.5,38,Black
50961,,6000,2,32,13.333,40,Black
50962,,6000,2,16,10,30,Black
50963,,5600,2,48,14.286,40,Black
50964,,6000,2,16,13.333,40,Black
50965,,7600,2,16,9.474,36,White / Silver
50966,,4000,2,8,9.5,19,Black / Yellow
50967,,5600,4,16,12.857,36,Black / Gray
50968,,3600,2,8,10,18,Black / Silver
50969,,6200,2,16,11.613,36,Black
50970,,3200,2,16,10,16,Black
50971,,4800,1,8,15.833,38,Black
50972,,5600,4,16,12.857,36,Gray
50973,,6000,1,16,12,36,Black / Silver
50974,,3600,2,8,10,18,Black / White
50975,,6000,2,16,12,36,Silver / Black
50976,,6000,2,24,10,30,White
50977,,6400,2,24,11.25,36,Black
50978,,7000,2,24,11.429,40,Black
50979,,3600,2,16,11.111,20,Black
50980,,6400,2,16,11.875,38,Red
50981,,2666,2,16,14.254,19,Black / Red
50982,,7200,2,16,10.556,38,White / Silver
50983,,5600,2,16,14.286,40,Black
50984,,3200,2,8,10,16,Black / Silver
50985,,3600,1,8,8.889,16,Black
50986,,3200,2,8,10,16,Black / White
50987,,5600,2,16,10,28,White / Black
50988,,3600,2,16,10,18,Black
50989,,6000,2,16,10,30,Black
50990,,3600,2,8,10,18,White
50991,,5200,1,8,15.385,40,Black
50992,,3200,2,16,8.75,14,Black
50993,,6000,2,16,12.667,38,White
50994,,6400,2,16,10,32,White / Black
50995,,5600,2,32,12.857,36,Black
50996,,3600,1,16,11.111,20,Red / Black
50997,,2666,2,4,11.253,15,Black / White
50998,,1600,1,4,13.75,11,Green
50999,,6800,2,16,10,34,Black / White
51000,,6800,2,24,10,34,Black
51001,,3200,2,32,10,16,Gray
51002,,3200,4,8,10,16,Black
51003,,5600,4,16,14.286,40,White
51004,,2666,2,16,12.003,16,White
51005,,3600,2,8,10,18,Silver
51006,,3200,1,8,10,16,Black
51007,,3600,2,8,10,18,Black / Silver
51008,,3200,2,8,8.75,14,Black
51009,,3600,2,8,10,18,White
51010,,6000,1,16,10,30,Black
51011,,3600,2,8,8.889,16,Black
51012,,3600,2,8,10,18,Red
51013,,3600,2,32,10,18,Gray
51014,,5200,2,16,15.385,40,Black
51015,,7600,2,24,10,38,White / Black
51016,,1600,1,4,13.75,11,Green
51017,,3600,2,8,10,18,Black
51018,,3600,2,8,10,18,Black / Yellow
51019,,3200,2,16,10,16,Silver
51020,,6400,2,16,10,32,Silver / Black
51021,,8000,2,16,9.5,38,Silver / White
51022,,5200,2,16,13.846,36,Black
51023,,3600,4,8,8.889,16,Black / Yellow
51024,,5600,2,16,12.857,36,Black / White
51025,,3200,2,8,10,16,Black
51026,,5200,2,16,14.615,38,White
51027,,3200,2,8,10,16,Black / Gold
51028,,3600,2,32,8.889,16,Black
51029,,3200,4,8,10,16,Black / Yellow
51030,,3200,2,16,10,16,Black
51031,,3600,4,8,10,18,White
51032,,4000,2,16,9,18,Black
51033,,3200,2,8,8.75,14,Black
51034,,2133,2,8,14.065,15,Black / Red
51035,,2133,4,16,14.065,15,Black / Green
51036,,3466,2,8,10.964,19,White
51037,,6000,2,32,10.667,32,Black
51038,,4800,2,16,15.833,38,Black
51039,,3600,2,16,10,18,Black
51040,,3200,2,16,11.25,18,Black
51041,,6400,1,32,10,32,Silver / Black
51042,,2400,1,4,14.167,17,Black / Green
51043,,6400,1,48,10,32,Silver / Black
51044,,1600,1,8,13.75,11,Blue
51045,,3600,2,8,10,18,White
51046,,6000,2,16,10,30,Black
51047,,6800,2,16,9.412,32,Black
51048,,2400,1,8,13.333,16,Red
51049,,2133,2,16,14.065,15,Green
51050,,7000,2,16,10.286,36,Black
51051,,2400,2,4,14.167,17,Green
51052,,3600,2,8,8.889,16,Black / Silver
51053,,3600,2,8,10,18,White
51054,,6000,2,16,13.333,40,Black
51055,,3600,1,8,9.444,17,Black
51056,,7200,2,24,10,36,Black
51057,,6000,1,32,14,42,White
51058,,3600,2,16,10,18,Black
51059,,2133,1,8,14.065,15,Black / Green
51060,,4400,2,8,7.273,16,Black
51061,,5600,2,48,14.286,40,Black
51062,,6000,2,24,12,36,Black / Silver
51063,,3000,2,8,10.667,16,Red / Black
51064,,7600,2,24,9.474,36,Black
51065,,6400,2,32,10,32,Black
51066,,4800,1,32,16.667,40,Green
51067,,6800,2,16,10,34,Silver / Black
51068,,5600,2,24,16.429,46,Black
51069,,7200,2,16,9.444,34,Black
51070,,1600,2,8,11.25,9,Black / Blue
51071,,4800,2,32,15.833,38,Black
51072,,5200,2,32,13.846,36,Black
51073,,6000,2,32,13.333,40,Black
51074,,6000,1,32,12,36,Black
51075,,4000,2,16,9.5,19,White
51076,,2667,1,1,14.993,5,Green
51077,,2666,1,8,14.254,19,Green / Black
51078,,2400,2,16,12.5,15,Red
51079,,2666,2,32,12.003,16,Black / Yellow
51080,,3200,4,32,10,16,Black
51081,,5600,2,32,14.286,40,White / Gray
51082,,8000,2,24,10,40,Silver / Black
51083,,2133,2,8,10.314,11,Black / Red
51084,,2400,1,64,14.167,17,Black / Green
51085,,3200,1,16,13.75,22,Green
51086,,5600,2,16,10.714,30,White
51087,,3600,2,32,10,18,White
51088,,6000,1,16,13.333,40,Black / Silver
51089,,2400,1,4,13.333,16,Black / Green
51090,,3200,1,16,13.75,22,
51091,,5600,2,16,12.857,36,Black / White
51092,,5200,2,16,16.154,42,Black
51093,,5600,4,24,14.286,40,Black / Silver
51094,,1600,4,4,11.25,9,Black / Red
51095,,8000,2,24,9.5,38,Black
51096,,5200,2,16,13.846,36,Black
51097,,5600,2,48,16.429,46,Black
51098,,4400,2,32,16.364,36,Black / Gray
51099,,3200,4,32,10,16,Black
51100,,5200,2,8,16.154,42,Black
51101,,4000,2,16,9,18,White
51102,,2666,2,8,12.003,16,White
51103,,4000,1,8,10,20,Red / Black
51104,,6000,2,32,10,30,White
51105,,6000,2,16,10.667,32,Black
51106,,6000,1,16,10.667,32,White / Silver
51107,,5200,2,16,13.846,36,White
51108,,3200,2,16,10,16,Black / Silver
51109,,3600,2,8,8.889,16,Black
51110,,2400,2,4,12.5,15,Black / Red
51111,,2400,1,8,13.333,16,Black / White
51112,,2400,1,8,14.167,17,Green
51113,,5600,2,32,12.857,36,Black
51114,,5600,2,16,12.857,36,Black
51115,,6000,2,32,12,36,Black / White
51116,,2666,1,16,14.254,19,Black / Red
51117,,8000,2,16,9.5,38,Silver / White
51118,,2400,1,32,14.167,17,Green
51119,,2133,4,8,9.376,10,Black / Silver
51120,,2133,2,4,13.127,14,Black / White
51121,,8200,2,16,8.78,36,White
51122,,5600,2,16,16.429,46,Black
51123,,3600,2,16,8.889,16,Black / Silver
51124,,2400,4,16,11.667,14,Black / Yellow
51125,,8000,2,24,9.5,38,Black
51126,,6400,2,16,10,32,Black
51127,,3200,2,8,10,16,White
51128,,6200,2,32,10.323,32,Black / Silver
51129,,6200,2,16,11.613,36,Black
51130,,2400,2,8,14.167,17,Green / Black
51131,,1600,1,8,12.5,10,Blue / Silver
51132,,2666,1,4,12.003,16,Black / Silver
51133,,3600,2,8,10,18,Black
51134,,6000,2,16,10.667,32,White
51135,,3000,2,8,10.667,16,Black
51136,,3200,2,8,10,16,White
51137,,3200,1,16,13.75,22,
51138,,6800,8,32,10,34,Black
51139,,6000,2,16,9.333,28,Black
51140,,3600,2,8,8.889,16,Black
51141,,5600,2,16,12.857,36,Black
51142,,4600,2,32,8.696,20,Black
51143,,6000,2,16,10,30,Black
51144,,3200,2,8,11.875,19,
51145,,3600,2,16,10,18,Red / Black
51146,,3200,2,8,10,16,White
51147,,5600,2,16,14.286,40,Red
51148,,3600,2,32,10,18,Black
51149,,4000,2,8,9,18,Black
51150,,5600,2,16,14.286,40,Black
51151,,1600,2,4,13.75,11,Green
51152,,6000,2,16,13.333,40,White
51153,,2666,4,4,11.253,15,Black / Yellow
51154,,3200,1,8,10,16,Red
51155,,5600,2,32,10.714,30,Black
51156,,3600,2,32,10,18,Black
51157,,6000,2,32,10.667,32,Black
51158,,4800,2,16,16.667,40,Black
51159,,6200,2,32,10.323,32,Black / Gray
51160,,3200,2,8,10,16,Red
51161,,6200,2,16,11.613,36,Black
51162,,2400,1,8,14.167,17,Black
51163,,2133,1,4,14.065,15,Black
51164,,2400,2,8,12.5,15,Black / Silver
51165,,3200,2,16,10,16,Silver / Black
51166,,4800,2,32,16.667,40,Black / White
51167,,3200,2,8,11.25,18,Red / Black
51168,,2133,4,16,14.065,15,Black / Green
51169,,3600,2,8,10,18,Black
51170,,4400,2,8,8.182,18,Black
51171,,3600,2,8,10,18,Black
51172,,2800,2,4,15,6,Green
51173,,2400,1,8,12.5,15,Black / White
51174,,3600,2,16,10,18,Black / Silver
51175,,6400,2,16,10,32,White / Black
51176,,2666,2,32,13.503,18,Red / Black
51177,,3600,4,8,10,18,Black
51178,,6000,1,16,12,36,Black
51179,,3200,2,8,10,16,Red / Black
51180,,6400,2,16,11.875,38,Black
51181,,3600,1,32,11.111,20,Red / Black
51182,,4800,2,32,16.667,40,Black
51183,,5200,4,16,15.385,40,White
51184,,5600,2,16,12.857,36,Black
51185,,1333,1,1,13.503,9,Green
51186,,5600,2,32,14.286,40,Black
51187,,3200,1,8,11.25,18,Black
51188,,3200,2,8,10,16,Black
51189,,3200,2,32,12.5,20,Red
51190,,2400,2,8,14.167,17,Red
51191,,1866,2,8,10.718,10,Red / Silver
51192,,3600,2,8,9.444,17,Black / Silver
51193,,4000,2,16,8,16,Black
51194,,3200,2,16,10,16,Black
51195,,3200,2,32,10,16,Black
51196,,2666,4,8,12.003,16,Black / Yellow
51197,,3600,2,16,10,18,Black / Blue
51198,,3600,1,16,11.111,20,Black
51199,,3600,2,32,11.111,20,Black
51200,,3600,2,32,10,18,Black / Silver
51201,,2933,1,32,14.32,21,
51202,,1333,1,4,13.503,9,Blue / Black
51203,,3000,2,8,10.667,16,Silver / Black
51204,,3600,2,16,10,18,Black
51205,,3600,2,8,10,18,Black / Silver
51206,,2666,2,8,11.253,15,Black / Red
51207,,3800,2,8,7.368,14,Black / Silver
51208,,3200,4,8,10,16,Black
51209,,5600,2,32,12.857,36,White / Black
51210,,2666,2,8,12.003,16,Black
51211,,5200,1,8,15.385,40,Black
51212,,5600,2,16,14.286,40,Black / Silver
51213,,3200,2,8,10,16,Black / Silver
51214,,6800,8,48,10,34,Black
51215,,3600,2,32,8.889,16,Black
51216,,5600,1,16,12.857,36,Black
51217,,3200,2,16,13.75,22,Black
51218,,5600,2,16,12.857,36,Black / Gray
51219,,3600,2,8,7.778,14,White
51220,,3200,2,16,10,16,Silver / Black
51221,,2933,2,16,10.91,16,Black
51222,,3600,2,16,10,18,Black
51223,,5200,2,32,15.385,40,Black / White
51224,,4600,2,16,8.261,19,Black
51225,,5600,2,32,12.857,36,Black / Gray
51226,,6400,2,16,10,32,White
51227,,3600,1,32,10,18,Gray
51228,,2666,2,8,12.003,16,Black
51229,,2666,1,8,13.503,18,Black / Yellow
51230,,5600,1,16,14.286,40,Black
51231,,5600,1,16,12.857,36,Black
51232,,6200,4,16,10.323,32,Black / Gray
51233,,3600,1,8,10,18,White
51234,,6800,2,24,10,34,Black
51235,,3200,2,16,11.25,18,Red / Black
51236,,6200,2,32,13.548,42,White
51237,,3200,2,8,10,16,Black
51238,,2133,1,8,14.065,15,Black / Red
51239,,6000,2,16,10,30,Black
51240,,5600,4,32,10,28,Black
51241,,2400,2,8,9.167,11,Black / Blue
51242,,3200,2,8,10,16,Black
51243,,6000,2,16,12.667,38,Black
51244,,5600,2,16,12.857,36,Black
51245,,3200,2,16,8.75,14,White
51246,,3600,1,16,10,18,Gray
51247,,2666,1,8,12.003,16,Black
51248,,3200,1,8,10,16,Black / Gray
51249,,3200,1,64,13.75,22,
51250,,3200,8,32,10,16,Black
51251,,4800,2,16,16.667,40,Black
51252,,3200,2,8,8.75,14,Black
51253,,2666,2,16,12.003,16,Black
51254,,6200,4,16,10.323,32,Black
51255,,2400,2,8,14.167,17,Black / Red
51256,,1866,2,4,10.718,10,Black / Silver
51257,,3000,2,8,10.667,16,White / Black
51258,,5200,2,16,15.385,40,Red
51259,,6400,2,16,10,32,Black / Gray
51260,,7000,2,24,10.286,36,Black
51261,,3600,2,8,10,18,White / Silver
51262,,5600,2,48,14.286,40,Black
51263,,1600,2,8,11.25,9,Black / Silver
51264,,2666,2,8,12.003,16,Red
51265,,1600,2,8,13.75,11,Green
51266,,6000,2,48,14,42,White
51267,,4400,2,8,8.636,19,Silver / Black
51268,,5200,1,16,16.154,42,Black
51269,,3200,1,8,13.75,22,
51270,,2133,1,32,14.065,15,Black / Green
51271,,3200,2,16,10,16,Black
51272,,5333,2,8,8.251,22,Black
51273,,3200,2,8,10,16,Black
51274,,3200,1,16,11.25,18,Black
51275,,3200,4,16,8.75,14,Black
51276,,3200,2,16,10,16,Black
51277,,5000,2,8,7.6,19,Black
51278,,2400,1,8,12.5,15,Black / Red
51279,,4000,2,16,7,14,Black
51280,,6400,4,16,10,32,Black
51281,,3000,2,8,10,15,White
51282,,2666,1,8,14.254,19,Green
51283,,4800,1,8,16.667,40,Green
51284,,4800,1,32,16.667,40,Green
51285,,2666,1,8,14.254,19,Green
51286,,6000,2,16,10,30,White
51287,,5200,2,32,15.385,40,Gray
51288,,2666,4,16,12.003,16,Black / Yellow
51289,,6000,2,16,10.667,32,White
51290,,5600,2,32,14.286,40,Black / Gray
51291,,3600,4,16,10,18,Black
51292,,8000,2,16,9.5,38,Silver / Black
51293,,2133,1,16,14.065,15,Black / Green
51294,,3200,2,4,8.125,13,Black / Silver
51295,,3600,2,8,8.889,16,White
51296,,3200,2,8,10,16,Silver / Black
51297,,6000,4,16,12,36,Black / Silver
51298,,3600,2,16,10,18,White / Black
51299,,2400,2,16,13.333,16,Black / Yellow
51300,,4800,1,32,16.667,40,Black
51301,,3600,1,8,11.111,20,Black
51302,,1600,1,4,13.75,11,Black
51303,,3600,2,16,7.778,14,Black
51304,,3200,2,8,10,16,Black
51305,,5200,1,32,16.154,42,Black
51306,,3200,4,16,10,16,Black
51307,,3200,4,32,10,16,Black
51308,,3200,4,16,10,16,Black
51309,,3600,2,32,10,18,Black
51310,,4000,4,32,9,18,Black
51311,,1600,2,8,13.75,11,Black / Green
51312,,1866,2,8,10.718,10,White / Silver
51313,,3000,2,8,10.667,16,Black / Silver
51314,,3200,2,8,13.75,22,Black / Gold
51315,,6000,2,16,12,36,
51316,,3200,2,32,10,16,Black / Silver
51317,,6400,1,16,10,32,Silver / White
51318,,5600,2,32,12.857,36,Black
51319,,3600,1,8,11.111,20,Red / Black
51320,,3200,2,8,10,16,Black
51321,,3600,8,32,10,18,Silver
51322,,4800,1,16,16.667,40,Green
51323,,1600,2,8,11.25,9,Black / Red
51324,,3800,8,16,10,19,Black / Yellow
51325,,6000,2,32,10.667,32,Black / Silver
51326,,5600,1,32,16.429,46,Green / Black
51327,,3200,1,32,11.25,18,Black
51328,,5200,2,32,15.385,40,Black
51329,,5600,1,16,14.286,40,Silver
51330,,3600,1,16,10,18,Black
51331,,2400,2,8,11.667,14,Black / Yellow
51332,,3200,1,16,13.75,22,Black
51333,,3200,1,16,10,16,Gray
51334,,4800,1,8,15.833,38,Black
51335,,2133,1,8,14.065,15,Black / Green
51336,,3000,2,16,10,15,White / Gold
51337,,2400,2,8,13.333,16,Gray
51338,,3200,2,8,10,16,Black
51339,,5600,2,16,10.714,30,Black
51340,,1600,2,8,13.75,11,Black
51341,,5600,2,16,14.286,40,White
51342,,3200,4,8,10,16,Silver
51343,,6000,2,32,10,30,Black
51344,,5600,1,16,12.857,36,Black
51345,,5600,1,16,14.286,40,White
51346,,6000,2,48,10.667,32,Silver / Black
51347,,2133,2,8,14.065,15,Black / Red
51348,,2400,1,16,14.167,17,Green / Black
51349,,2933,2,8,10.91,16,Black / Yellow
51350,,3200,8,16,9.375,15,
51351,,1600,2,4,12.5,10,Red / Silver
51352,,2666,1,4,14.254,19,Green / Black
51353,,3200,2,16,10,16,Black
51354,,3200,1,8,10,16,Black
51355,,6600,2,16,10.303,34,Black
51356,,5600,2,24,14.286,40,Black
51357,,3600,2,8,8.889,16,Black
51358,,6400,2,32,10,32,Silver / Black
51359,,3600,2,8,10,18,Black
51360,,3600,4,8,10,18,Black
