model_no,chipset,memory,memory_type,core_clock,boost_clock
43475,Radeon R9 270X,4,,1020,1070
43476,Radeon R7 240,2,,900,
43477,GeForce GTX 780 Ti,3,,1080,1150
43478,Radeon R9 270X,2,,1050,1100
43479,GeForce GTX 750,1,,1033,1111
43480,GeForce GTX 750 Ti,2,,1202,1281
43481,Radeon R7 250X,1,,1000,
43482,GeForce GTX 750,1,,1229,1320
43483,GeForce GTX 750 Ti,2,,1215,1294
43484,Radeon R9 290X,4,,1000,
43485,Radeon R9 290,4,,1030,
43486,GeForce GTX 780 Ti,3,,1006,1072
43487,GeForce GTX 750 Ti,2,,1163,1242
43488,GeForce GTX Titan Z,12,,705,876
43489,GeForce GTX 750,2,,1059,1137
43490,Radeon R9 290X,4,,1050,
43491,GeForce GT 730,2,,902,
43492,GeForce GT 730,1,,902,
43493,GeForce GT 720,1,,797,
43494,Radeon R9 285,2,,928,
43495,GeForce GTX 970,4,,1050,1178
43496,Radeon R9 290X,8,,1030,
43497,GeForce GTX 970,4,,1152,1304
43498,FirePro W7000,4,,950,
43499,FirePro W8100,8,,824,
43500,FirePro V3900,1,,650,
43501,GeForce GTX 750 Ti,2,,1202,1281
43502,GeForce GTX 980,4,,1304,1418
43503,GeForce GTX 980,4,,1203,1304
43504,GeForce GTX 760,4,,980,1033
43505,Quadro K600,1,,876,
43506,GeForce GT 740,2,,1033,
43507,Radeon R9 290,4,,1000,
43508,GeForce GTX 980,4,,1152,1253
43509,GeForce GTX 750,2,,1215,1294
43510,GeForce 9500 GT,1,,550,
43511,GeForce GTX Titan X,12,,1000,1075
43512,GeForce GT 740,2,,1072,
43513,GeForce GTX 980,4,,1317,1431
43514,GeForce GTX 980 Ti,6,,1000,1076
43515,Radeon R7 370,2,,1000,1050
43516,Radeon R9 380,2,,990,
43517,Radeon R9 380,2,,985,
43518,GeForce GTX 980 Ti,6,,1178,1279
43519,Radeon R9 390X,8,,1050,
43520,GeForce GTX 970,4,,1076,1216
43521,Radeon R9 390,8,,1050,1100
43522,GeForce GTX 950,2,,1076,1253
43523,GeForce GTX 950,2,,1089,1266
43524,GeForce GTX 960,2,,1228,1317
43525,Radeon R9 380,2,,990,
43526,GeForce GTX 980 Ti,6,,1114,1203
43527,Radeon R9 Nano,4,,1000,
43528,GeForce GTX 960,4,,1304,1367
43529,Radeon R9 380,4,,980,
43530,Radeon R9 390,8,,1000,
43531,Radeon R9 380X,4,,970,
43532,Radeon R9 380X,4,,990,
43533,GeForce GTX 980,4,,1241,1342
43534,GeForce GTX 980 Ti,6,,1000,1076
43535,GeForce GTX 980 Ti,6,,1000,1076
43536,GeForce GT 710,2,,954,
43537,Radeon R9 390X,8,,1050,
43538,GeForce GTX 980 Ti,6,,1000,1190
43539,GeForce GTX 950,2,,1203,1405
43540,GeForce GTX 950 75W,2,,1026,1228
43541,GeForce GTX 1080,8,,1607,1733
43542,GeForce GTX 1080,8,,1759,1898
43543,GeForce GTX 1070,8,,1506,1683
43544,GeForce GTX 1080,8,,1759,1936
43545,GeForce GTX 1080,8,,1784,1936
43546,GeForce GTX 1080,8,,1657,1797
43547,GeForce GTX 1060 3GB,3,,1607,1835
43548,GeForce GTX 1080,8,,1746,1885
43549,GeForce GTX 1050,2,,1366,1468
43550,GeForce GTX 1050,2,,1354,1455
43551,Radeon RX 470,4,,926,1206
43552,Radeon RX 460,4,,1090,1220
43553,GeForce GTX 1080 Ti,11,,1480,1584
43554,Quadro P6000,24,,1417,1531
43555,Radeon RX 580,8,,1257,1366
43556,Radeon RX 550 - 512,2,,1100,1203
43557,Radeon RX 560 - 1024,2,,1175,1300
43558,GeForce GT 1030,2,,1265,1518
43559,GeForce GTX 1060 6GB,6,,1506,1708
43560,Radeon RX 460,2,,1090,1216
43561,Radeon RX 560 - 1024,4,,1175,1300
43562,Radeon RX 560 - 1024,2,,1175,1180
43563,GeForce GTX 1050,2,,1354,1455
43564,GeForce GTX 1080 Ti,11,,1531,1645
43565,GeForce GTX 1070,8,,1607,1797
43566,GeForce GTX 1060 3GB,3,,1518,1733
43567,GeForce GTX 1080 Ti,11,,1531,1645
43568,GeForce GT 1030,2,,1227,1468
43569,Radeon RX VEGA 56,8,,1305,1572
43570,GeForce GTX 1080 Ti,11,,1480,1733
43571,Radeon RX VEGA 64,8,,1247,1546
43572,GeForce GT 710,1,,945,
43573,GeForce GTX 1050,2,,1354,1556
43574,GeForce RTX 2080 Ti,11,,1350,1650
43575,GeForce RTX 2080 Ti,11,,1350,1545
43576,GeForce RTX 2080 Ti,11,,1350,
43577,GeForce RTX 2080,8,,1515,
43578,GeForce RTX 2080 Ti,11,,1350,1560
43579,GeForce RTX 2070,8,,1620,1815
43580,GeForce RTX 2080,8,,1515,1905
43581,Radeon RX 580,8,,1257,1380
43582,GeForce RTX 2080,8,,1350,1830
43583,GeForce RTX 2060,6,,1365,1680
43584,GeForce RTX 2060,6,,1365,1710
43585,Radeon VII,16,,1400,1750
43586,GeForce RTX 2080,8,,1515,1800
43587,GeForce GTX 1660 Ti,6,,1500,1815
43588,Radeon RX 570,4,,1168,1284
43589,GeForce RTX 2080,8,,1515,1785
43590,GeForce RTX 2070,8,,1410,1710
43591,GeForce GTX 1650 G5,4,,1485,1665
43592,GeForce GTX 1650 G5,4,,1485,1695
43593,GeForce GTX 1650 G5,4,,1485,1725
43594,Radeon RX 5700 XT,8,,1605,1905
43595,GeForce RTX 2060 SUPER,8,,1470,1650
43596,GeForce GTX 1070 Ti,8,,1607,1683
43597,Radeon RX 5700,8,,1465,1725
43598,GeForce RTX 2070,8,,1410,1620
43599,Radeon RX 5700,8,,1465,1725
43600,Radeon RX 5700 XT,8,,1605,1905
43601,GeForce GTX 1050,3,,1404,1569
43602,GeForce RTX 2080 Ti,11,,1350,1545
43603,GeForce RTX 2080 Ti,11,,1350,1575
43604,GeForce RTX 2080,8,,1515,1740
43605,Radeon RX 590,8,,1469,1600
43606,GeForce RTX 2080 SUPER,8,,1650,1845
43607,Radeon RX 5600 XT,6,,1185,1600
43608,Radeon RX 5600 XT,6,,1247,1620
43609,GeForce GTX 1050 Ti,4,,1290,1392
43610,GeForce RTX 2080 Ti,11,,1350,1545
43611,GeForce RTX 2070 SUPER,8,,1605,1770
43612,Radeon RX 570,8,,1244,1255
43613,Radeon RX 580,4,,1340,1355
43614,Radeon RX 5700,8,,1465,1725
43615,GeForce RTX 3070,8,,1500,1785
43616,GeForce RTX 3060 Ti LHR,8,,1410,1665
43617,GeForce RTX 3060 Ti,8,,1410,1680
43618,GeForce GTX 1060 3GB,3,,1518,1733
43619,GeForce RTX 3070 Ti,8,,1575,1815
43620,GeForce RTX 3070 Ti,8,,1575,1845
43621,GeForce RTX 3080 Ti,12,,1365,1665
43622,GeForce RTX 3080 Ti,12,,1365,1710
43623,GeForce RTX 3080 Ti,12,,1365,1665
43624,GeForce RTX 3070 Ti,8,,1575,1770
43625,GeForce RTX 3070 LHR,8,,1500,1770
43626,GeForce RTX 3070 LHR,8,,1500,1785
43627,GeForce RTX 3070 LHR,8,,1500,1740
43628,GeForce RTX 3080 12GB LHR,12,,1260,1710
43629,GeForce RTX 3080 12GB LHR,12,,1260,1785
43630,GeForce RTX 3050 8GB,8,,1550,1807
43631,GeForce RTX 3050 8GB,8,,1552,1777
43632,Radeon RX 6600,8,,1626,2491
43633,GeForce RTX 3090 Ti,24,,1560,1890
43634,Radeon RX 6900 XT,16,,1825,2600
43635,Radeon RX 6950 XT,16,,1890,2324
43636,GeForce GTX 1630,4,,1740,1785
43637,GeForce GTX 1630,4,,1740,1800
43638,Radeon RX 6950 XT,16,,1890,2310
43639,Radeon RX 5700,8,,1465,1750
43640,Radeon RX 5700 XT,8,,1605,1980
43641,GeForce GTX 1630,4,,1740,1830
43642,GeForce RTX 3070 Ti,8,,1575,1770
43643,GeForce RTX 2060 SUPER,8,,1470,1650
43644,GeForce RTX 3060 Ti,8,,1410,1665
43645,Radeon RX 6800,16,,1700,2105
43646,Radeon RX 5500 XT,8,,1647,1845
43647,GeForce RTX 4070 Ti,12,,2310,2640
43648,GeForce RTX 4060 Ti,8,,2310,
43649,GeForce RTX 4080,16,,2205,2580
43650,GeForce RTX 4060,8,,1830,2670
43651,GeForce RTX 4070 Ti,12,,2310,2625
43652,Radeon RX 6900 XT,16,,1825,2250
43653,RTX A5500,24,,1080,1665
43654,GeForce RTX 3090 Ti,24,,1560,1890
43655,Radeon RX 6600,8,,1626,2491
43656,GeForce RTX 4070 Ti,12,,2310,2790
43657,FirePro V5700,0.5,,,
43658,FirePro W5100,4,,930,
43659,GeForce RTX 3070,8,,1500,1740
43660,GeForce RTX 3080 10GB,10,,1440,1740
43661,Radeon RX 7900 XT,20,,2000,2535
43662,GeForce GTX 470,1.25,,607,
43663,GeForce GTX 470,1.25,,700,
43664,GeForce 9400 GT,1,,,
43665,Radeon HD 5850,1,,725,
43666,Radeon HD 4550,0.5,,600,
43667,Radeon HD 4850,1,,625,
43668,GeForce 9800 GT,0.5,,550,
43669,Radeon HD 5750,1,,710,
43670,GeForce GTS 250,1,,,
43671,Radeon HD 4350,1,,600,
43672,GeForce GTX 480,1.5,,756,
43673,GeForce GTX 470,1.25,,607,
43674,GeForce GTX 470,1.25,,656,
43675,GeForce GTX 460,0.75,,675,
43676,GeForce GTX 460,1,,675,
43677,GeForce GTX 470,1.25,,607,
43678,Radeon HD 6950,2,,810,
43679,Radeon HD 6970,2,,890,
43680,Radeon HD 6870,1,,900,
43681,Radeon HD 6870,1,,900,
43682,Radeon HD 6850,1,,775,
43683,Radeon HD 6850,1,,775,
43684,Radeon HD 5770,1,,850,
43685,Radeon HD 4350,0.25,,600,
43686,Radeon HD 5450,1,,650,
43687,Radeon HD 5870,1,,850,
43688,Radeon HD 5870,2,,850,
43689,GeForce GTX 460 SE,1,,660,
43690,GeForce GTX 480,1.5,,820,
43691,GeForce GTX 470,1.25,,607,
43692,GeForce GT 440,1,,822,
43693,GeForce 8400 GS,1,,520,
43694,GeForce GTX 570,1.25,,732,
43695,GeForce 7200 GS,0.5,,450,
43696,Radeon HD 5450,1,,,
43697,Radeon HD 5670,0.5,,775,
43698,Radeon HD 5450,0.5,,650,
43699,GeForce GTS 450,1,,882,
43700,Radeon HD 5750,1,,700,
43701,GeForce GT 440,1,,830,
43702,GeForce GTX 550 Ti,1,,970,
43703,Radeon HD 5450,2,,650,
43704,GeForce GTX 550 Ti,1,,950,
43705,Radeon HD 5750,1,,700,
43706,Radeon HD 6570,1,,650,
43707,Radeon HD 6790,1,,840,
43708,Radeon HD 6950,2,,800,
43709,Radeon HD 6570,2,,,
43710,GeForce GTX 580,1.5,,797,
43711,GeForce GT 520,1,,810,
43712,GeForce GTX 560,1,,870,
43713,GeForce GTX 570,1.25,,845,
43714,GeForce GTX 580,3,,832,
43715,Radeon HD 6570,1,,650,
43716,Radeon HD 6750,1,,710,
43717,Radeon HD 6950,2,,800,
43718,Radeon HD 6670,1,,800,
43719,Radeon HD 5450,1,,650,
43720,Radeon HD 6770,1,,800,
43721,GeForce GTX 560,1,,900,
43722,Radeon HD 6850,1,,800,
43723,GeForce GTX 570,1.25,,797,
43724,GeForce GT 430,0.5,,700,
43725,Radeon HD 6670,1,,800,
43726,GeForce 8400 GS,0.5,,520,
43727,Radeon HD 6970,2,,880,
43728,GeForce GTX 580,1.5,,797,
43729,GeForce GTX 560,1,,820,
43730,GeForce 210,0.5,,589,
43731,GeForce GTX 560 Ti,1,,950,
43732,GeForce GT 520,1,,810,
43733,GeForce GT 430,2,,730,
43734,GeForce GTX 550 Ti,1,,970,
43735,Radeon HD 6770,1,,850,
43736,Radeon HD 6670,2,,800,
43737,Radeon HD 7950,3,,800,
43738,Radeon HD 7770,1,,1000,
43739,Radeon HD 6570,2,,650,
43740,Radeon HD 7850,2,,860,
43741,GeForce GTX 680,2,,1006,
43742,Radeon HD 7870,2,,1100,
43743,FirePro V3900,1,,,
43744,GeForce GTX 680,2,,1058,
43745,GeForce GTX 670,2,,1006,
43746,Radeon HD 7970,3,,925,
43747,GeForce GTX 580,1.5,,772,
43748,GeForce GTX 680,2,,1071,
43749,GeForce GT 630,1,,810,
43750,GeForce GTX 670,2,,915,
43751,Radeon HD 7970,3,,1100,
43752,GeForce GT 610,1,,810,
43753,GeForce GT 640,2,,900,
43754,FirePro V9800,4,,,
43755,Radeon HD 7870 GHz Edition,2,,1100,
43756,Radeon HD 7870 GHz Edition,2,,1000,
43757,GeForce GTX 680,2,,1097,
43758,Radeon HD 7770 GHz Edition,1,,1000,
43759,Radeon HD 7970 GHz Edition,3,,1100,
43760,GeForce GTX 660 Ti,2,,1059,
43761,GeForce GTX 660 Ti,2,,915,
43762,GeForce GTX 660 Ti,2,,967,
43763,GeForce GTX 660 Ti,2,,928,
43764,GeForce GT 610,1,,810,
43765,GeForce GT 630,1,,810,
43766,GeForce GT 630,2,,810,
43767,GeForce GTX 660,2,,993,
43768,Radeon HD 6450,2,,650,
43769,GeForce 8400 GS,0.5,,589,
43770,GeForce GT 640,1,,901,
43771,GeForce GTX 650,1,,1071,
43772,GeForce GTX 680,2,,1006,
43773,Radeon HD 7850,1,,860,
43774,GeForce GTX 650,1,,1137,
43775,Radeon HD 7990,6,,900,
43776,GeForce GTX 650,1,,1071,
43777,Radeon HD 7850,1,,860,
43778,Radeon HD 7950,3,,810,
43779,GeForce GTX Titan,6,,836,
43780,GeForce GTX 660,2,,1046,
43781,Radeon HD 7850,4,,1000,
43782,Radeon HD 7750,2,,850,
43783,GeForce GTX 680,2,,1006,
43784,Radeon HD 7750,4,,800,
43785,GeForce GTX 650 Ti,2,,1033,
43786,GeForce GTX 780,3,,863,
43787,GeForce GTX 780,3,,863,
43788,Radeon HD 7790,1,,1050,
43789,GeForce GTX 760,2,,980,
43790,GeForce GTX 760,2,,980,
43791,GeForce GTX 770,4,,1059,
43792,GeForce GTX 770,2,,1085,
43793,GeForce GTX 770,2,,1150,1202
43794,GeForce GTX 780,3,,954,1006
43795,GeForce GTX 760,4,,1085,1150
43796,GeForce GTX 780,3,,980,1033
43797,Radeon HD 7950,3,,925,
43798,Radeon R9 290X,4,,772,
43799,Radeon R9 270X,2,,1100,1150
43800,Radeon R7 260X,2,,1188,
43801,GeForce GT 630,2,,700,
43802,GeForce GTX 770,4,,1046,1085
43803,GeForce GTX 660,2,,993,1059
43804,Radeon R9 290,4,,947,
43805,GeForce GTX 780 Ti,3,,876,928
43806,GeForce GTX 760,2,,1006,1075
43807,Radeon R9 270X,2,,1000,1050
43808,GeForce GTX 770,2,,1046,1085
43809,GeForce GTX 780,3,,1006,1059
43810,GeForce GTX 780 Ti,3,,954,1020
43811,Radeon R9 290,4,,947,
43812,Radeon R7 250,2,,1100,
43813,Radeon R9 270X,2,,1150,1180
43814,Radeon R9 280X,3,,880,1030
43815,Radeon R7 260X,1,,1075,
43816,GeForce GTX 650 Ti,2,,928,
43817,GeForce GTX 760 X2,4,,1006,1072
43818,GeForce GTX 770,2,,1046,1085
43819,Radeon R9 290,4,,1040,
43820,Radeon R9 270X,4,,1000,
43821,Radeon R9 270,2,,900,925
43822,GeForce GT 630,4,,700,
43823,GeForce GTX 750,1,,1085,1163
43824,Radeon R7 250X,1,,1000,1000
43825,Radeon R9 280X,6,,1000,1050
43826,Radeon R9 280,3,,874,980
43827,Radeon R7 250,4,,1000,1050
43828,Radeon R7 265,2,,900,925
43829,Radeon R7 240,2,,900,
43830,GeForce GT 740,2,,1059,
43831,Radeon R9 270X,2,,1030,1080
43832,GeForce GT 730,1,,700,
43833,Quadro K2000,2,,,
43834,Radeon R9 290X,8,,1060,
43835,GeForce GT 740,2,,1202,
43836,GeForce GTX 780,6,,889,941
43837,Radeon R5 230,2,,625,
43838,Radeon R9 280X,3,,1000,1100
43839,Radeon R7 250,1,,800,
43840,Radeon R9 290X,4,,1050,
43841,Radeon R7 250X,2,,1000,
43842,GeForce GT 720,2,,797,
43843,Radeon R7 260X,2,,1075,
43844,GeForce GT 720,2,,797,
43845,GeForce GT 720,2,,797,
43846,Radeon R9 285,2,,965,
43847,GeForce GTX 770,2,,1085,1137
43848,GeForce GTX 770,4,,1046,1085
43849,GeForce GT 730,2,,902,
43850,GeForce GTX 970,4,,1203,1355
43851,GeForce GTX 970,4,,1152,1279
43852,Radeon R7 240,4,,730,780
43853,FirePro V5800,1,,700,
43854,FirePro V4900,1,,800,
43855,FirePro V3900,1,,650,
43856,FirePro S9050,12,,900,
43857,Radeon R9 290X,8,,1000,
43858,FirePro W2100,2,,630,
43859,FirePro V5900,2,,600,
43860,GeForce GTX 780 Ti,3,,980,1046
43861,GeForce GTX 760,2,,980,1033
43862,GeForce GTX Titan Black,6,,889,980
43863,GeForce GT 740,2,,1085,
43864,GeForce GTX 970,4,,1152,1304
43865,GeForce GTX 980,4,,1241,1342
43866,Quadro K4000,3,,810,
43867,Quadro K4000M,4,,600,
43868,Quadro NVS 295,0.25,,540,
43869,GeForce GTX 960,2,,1127,1178
43870,GeForce GTX 960,2,,1127,1178
43871,GeForce GTX 960,2,,1253,1190
43872,Radeon R7 240,4,,750,800
43873,GeForce GTX 980 Ti,6,,1102,1190
43874,GeForce GT 610,2,,810,
43875,Radeon R9 390X,8,,1050,1060
43876,Radeon R7 370,4,,1050,
43877,Radeon R9 390,8,,1010,
43878,Radeon R9 Fury X,4,,1050,
43879,GeForce GTX 980,4,,1178,1279
43880,Radeon R9 390,8,,1015,
43881,GeForce GT 730,2,,902,
43882,Radeon R9 390X,8,,1100,
43883,GeForce GTX 950,2,,1203,1405
43884,GeForce GTX 980,4,,1190,1102
43885,GeForce GTX 960,2,,1152,1216
43886,GeForce GTX 950,2,,1076,1253
43887,Radeon R9 390X,8,,1050,
43888,Radeon R9 Fury,4,,1010,
43889,Radeon R9 Nano,4,,1000,
43890,Radeon R9 390X,8,,1080,
43891,GeForce GT 710,1,,954,
43892,GeForce GTX 980,4,,1203,1304
43893,GeForce GTX 950,2,,1026,1228
43894,Radeon R7 360,2,,1200,
43895,Radeon R9 380X,4,,1030,
43896,GeForce GTX 1080,8,,1607,1733
43897,GeForce GTX 1070,8,,1506,1683
43898,GeForce GTX 1070,8,,1506,1683
43899,GeForce GTX 1070,8,,1506,1683
43900,GeForce GTX 950 75W,2,,1076,1253
43901,Radeon RX 480,8,,1120,1266
43902,Radeon RX 470,4,,926,1236
43903,Radeon RX 460,4,,1090,1220
43904,Radeon RX 460,4,,1090,1256
43905,GeForce GTX 1080,8,,1809,1961
43906,GeForce GTX 1080,8,,1607,1911
43907,GeForce GTX 1060 6GB,6,,1556,1771
43908,GeForce GTX 1080 Ti,11,,1480,1582
43909,Radeon RX 570,8,,1168,1268
43910,GeForce GTX 1050,2,,1345,1455
43911,Radeon RX 550 - 512,2,,1100,1190
43912,GeForce GTX 1080,8,,1607,1847
43913,GeForce GTX 1080 Ti,11,,1556,1670
43914,GeForce GTX 1080 Ti,11,,1556,1670
43915,GeForce GTX 1060 6GB,6,,1506,1708
43916,GeForce GTX 1080 Ti,11,,1645,1759
43917,GeForce GTX 1080 Ti,11,,1531,1645
43918,GeForce GTX 950 75W,2,,1025,1190
43919,GeForce GTX 1080,8,,1733,1873
43920,GeForce GTX 1060 6GB,6,,1632,1860
43921,Radeon RX VEGA 64,8,,1406,1677
43922,GeForce GTX 1060 6GB,6,,1607,1835
43923,GeForce GTX 1070 Ti,8,,1607,1683
43924,GeForce GT 1030,2,,1290,1544
43925,Radeon RX 560 - 896,4,,115,1176
43926,GeForce GTX 1050,2,,1404,1544
43927,Radeon RX VEGA 64,8,,1272,1575
43928,GeForce GTX 1070 Ti,8,,1607,1683
43929,Radeon RX 570,4,,1228,1331
43930,GeForce GT 710,2,,954,
43931,Radeon RX 570,8,,1328,
43932,GeForce RTX 2080 Ti,11,,1350,1560
43933,GeForce RTX 2080,8,,1515,1710
43934,GeForce RTX 2070,8,,1410,1665
43935,GeForce RTX 2070,8,,1410,1620
43936,GeForce RTX 2080,8,,1710,1785
43937,GeForce RTX 2060,6,,1365,1725
43938,GeForce RTX 2060,6,,1365,1680
43939,Radeon VII,16,,1400,1750
43940,GeForce GTX 1660 Ti,6,,1500,1815
43941,GeForce GTX 1660 Ti,6,,1500,1815
43942,GeForce GTX 1660 Ti,6,,1500,1830
43943,GeForce GTX 1660,6,,1530,1785
43944,Radeon RX 570,4,,1168,1310
43945,Radeon R5 230,2,,625,
43946,GeForce RTX 2080,8,,1515,1710
43947,GeForce RTX 2080,8,,1515,1710
43948,GeForce GTX 1650 G5,4,,1485,1710
43949,GeForce GTX 1650 G5,4,,1485,1665
43950,GeForce RTX 2080 SUPER,8,,1650,1815
43951,GeForce RTX 2080,8,,1515,1815
43952,Radeon RX 5700,8,,1465,1725
43953,Radeon RX 5700,8,,1490,1650
43954,GeForce GTX 1660,6,,1530,1785
43955,GeForce GTX 1050,3,,1392,1556
43956,Radeon RX 5700,8,,1610,1750
43957,GeForce RTX 2060 SUPER,8,,1470,1695
43958,GeForce RTX 2060 SUPER,8,,1470,1695
43959,GeForce RTX 2070 SUPER,8,,1605,1815
43960,Radeon RX 5500 XT,8,,1647,1845
43961,Radeon RX 5500 XT,4,,1717,1845
43962,Radeon RX 5600 XT,6,,1130,1560
43963,Radeon RX 5600 XT,6,,1247,1750
43964,Radeon RX 560 - 1024,4,,1176,1199
43965,GeForce RTX 2060,6,,1365,1680
43966,GeForce RTX 2080 SUPER,8,,1650,1845
43967,Radeon RX 5600 XT,6,,1247,1620
43968,GeForce RTX 3090,24,,1395,1725
43969,GeForce RTX 3070,8,,1500,1785
43970,GeForce RTX 3060 Ti LHR,8,,1410,1800
43971,GeForce RTX 3060 Ti,8,,1410,1755
43972,GeForce RTX 3070 Ti,8,,1575,1845
43973,GeForce RTX 3060 Ti LHR,8,,1410,1695
43974,GeForce RTX 3060 Ti LHR,8,,1410,1665
43975,GeForce RTX 3070 LHR,8,,1500,1725
43976,GeForce RTX 3070,8,,1500,1725
43977,GeForce RTX 3070 LHR,8,,1500,1785
43978,GeForce RTX 3070 LHR,8,,1500,1785
43979,GeForce RTX 3080 10GB LHR,10,,1440,1770
43980,GeForce RTX 3080 12GB LHR,12,,1260,1815
43981,GeForce RTX 3080 12GB LHR,12,,1260,1770
43982,GeForce RTX 3080 12GB LHR,12,,1260,1830
43983,GeForce RTX 3090 Ti,24,,1560,1890
43984,GeForce RTX 3090 Ti,24,,1560,1905
43985,Radeon RX 5700 XT,8,,1605,1905
43986,GeForce RTX 3080 10GB LHR,10,,1440,1725
43987,GeForce RTX 4080,16,,2205,2520
43988,GeForce RTX 4070 Ti,12,,2310,2610
43989,GeForce RTX 4070 Ti,12,,2310,2775
43990,GeForce RTX 4070 Ti,12,,2310,2760
43991,GeForce RTX 4070 Ti,12,,2310,2760
43992,GeForce RTX 4070 Ti,12,,2310,2760
43993,GeForce RTX 4090,24,,2235,2535
43994,GeForce GTX 1630,4,,1740,1815
43995,Radeon RX 5500 XT,4,,1607,1845
43996,Radeon RX 5500 XT,4,,1607,1845
43997,GeForce RTX 3050 8GB,8,,1550,1777
43998,GeForce RTX 3070 Ti,8,,1575,1770
43999,Radeon RX 7600,8,,1720,2655
44000,GeForce RTX 4080,16,,2205,2625
44001,GeForce RTX 4060,8,,1830,2580
44002,GeForce RTX 4090,24,,2235,2535
44003,GeForce RTX 4070 Ti SUPER,16,,2340,2685
44004,GeForce RTX 4060 Ti,16,,2310,2625
44005,Arc A310,4,,1750,
44006,FirePro S9050,12,,900,
44007,GeForce GTX Titan X,12,,1026,1114
44008,GeForce RTX 3050 8GB,8,,1320,1777
44009,GeForce GT 620,1,,700,
44010,FirePro W5000,2,,825,
44011,GeForce RTX 4070 Ti,12,,2310,2625
44012,GeForce GTS 250,1,,,
44013,GeForce GTS 250,1,,,
44014,GeForce GTS 250,1,,,
44015,Radeon HD 4350,0.5,,650,
44016,Radeon HD 4550,0.5,,600,
44017,Radeon HD 5770,1,,850,
44018,Radeon HD 5970,2,,725,
44019,GeForce GTX 480,1.5,,726,
44020,GeForce GTX 480,1.5,,726,
44021,GeForce GTX 460,1,,763,
44022,Radeon HD 4650,0.5,,600,
44023,GeForce 9800 GT,0.5,,,
44024,GeForce GTS 250,1,,738,
44025,Radeon HD 5770,1,,,
44026,Radeon HD 5830,1,,800,
44027,GeForce 9400 GT,0.5,,550,
44028,GeForce 9600 GSO,0.5,,650,
44029,GeForce 9800 GT,1,,550,
44030,Radeon HD 5870,1,,850,
44031,Radeon HD 5870,2,,850,
44032,GeForce GTX 480,1.5,,,
44033,GeForce GTX 470,1.25,,607,
44034,GeForce GTS 250,1,,,
44035,GeForce GTX 580,1.5,,772,
44036,GeForce GTX 580,1.5,,772,
44037,GeForce GTX 570,1.25,,732,
44038,Radeon HD 6870,1,,915,
44039,Radeon HD 6870,1,,913,
44040,Radeon HD 6850,1,,790,
44041,Radeon HD 6850,1,,820,
44042,Radeon HD 6850,1,,775,
44043,Radeon HD 5750,1,,700,
44044,Radeon HD 4650,0.5,,600,
44045,Radeon HD 5770,1,,850,
44046,Radeon HD 5770,1,,875,
44047,Radeon HD 5770,1,,850,
44048,GeForce GTX 460,1,,765,
44049,Radeon HD 5670,1,,775,
44050,Radeon HD 6850,1,,790,
44051,Radeon HD 5850,1,,755,
44052,Radeon HD 5450,1,,650,
44053,Radeon HD 5450,1,,650,
44054,Radeon HD 5570,1,,650,
44055,Radeon HD 5850,1,,725,
44056,Radeon HD 4830,0.5,,575,
44057,Radeon HD 4850,0.5,,625,
44058,Radeon HD 5670,0.5,,775,
44059,Radeon HD 4670 X2,2,,725,
44060,GeForce GTX 460,0.75,,700,
44061,GeForce GTX 465,1,,607,
44062,GeForce GTX 470,1.25,,630,
44063,GeForce GTX 460,0.75,,750,
44064,GeForce GTX 465,1,,607,
44065,GeForce GTX 480,1.5,,700,
44066,GeForce GTX 460,0.75,,710,
44067,GeForce 8400 GS,0.25,,567,
44068,GeForce GTX 570,1.25,,750,
44069,GeForce 8400 GS,0.5,,589,
44070,GeForce GTS 450,1,,850,
44071,GeForce GTS 450,1,,925,
44072,GeForce GTS 450,1,,783,
44073,GeForce GT 430,1,,700,
44074,GeForce GT 430,1,,700,
44075,GeForce GT 440,1,,810,
44076,Radeon HD 5670,1,,775,
44077,Radeon HD 5670,1,,790,
44078,GeForce GTX 560 Ti,1,,822,
44079,GeForce GTS 450,1,,789,
44080,GeForce GTS 450,1,,789,
44081,GeForce GT 430,0.5,,700,
44082,GeForce GTX 560 Ti,1,,950,
44083,GeForce 9500 GT,1,,550,
44084,Radeon HD 6950,2,,810,
44085,GeForce GTX 570,1.25,,797,
44086,GeForce GTX 560 Ti,1,,900,
44087,Radeon HD 6870,1,,970,
44088,Radeon HD 4670,1,,750,
44089,Radeon HD 5450,2,,650,
44090,Radeon HD 5570,2,,650,
44091,Radeon HD 5670,1,,775,
44092,Radeon HD 5770,1,,875,
44093,Radeon HD 6850,1,,820,
44094,Radeon HD 6870,1,,900,
44095,Radeon HD 6870,1,,920,
44096,Radeon HD 6870,1,,975,
44097,Radeon HD 6950,2,,800,
44098,Radeon HD 6970,2,,880,
44099,GeForce GTX 560 Ti,1,,822,
44100,GeForce GT 520,1,,810,
44101,GeForce GTX 550 Ti,1,,966,
44102,GeForce GT 520,1,,810,
44103,Radeon HD 6970,2,,940,
44104,Radeon HD 6790,1,,,
44105,Radeon HD 5450,1,,650,
44106,Radeon HD 6790,1,,840,
44107,GeForce GT 440,1,,810,
44108,GeForce GT 520,1,,810,
44109,GeForce GTS 450,2,,783,
44110,GeForce GT 440,1,,810,
44111,GeForce GTX 580,3,,772,
44112,GeForce GTX 560,1,,830,
44113,Radeon HD 6670,1,,820,
44114,GeForce GTX 560 Ti,1,,822,
