model_no,capacity,price_per_gb,type,cache,form_factor,interface
94812,80,,SSD,,PCIe,PCIe x4
94813,120,,SSD,,PCIe,PCIe x4
94814,512,,SSD,256,PCIe,PCIe x8
94815,180,,SSD,,PCIe,PCIe x4
94816,240,,SSD,,PCIe,PCIe x4
94817,240,,SSD,,PCIe,PCIe x4
94818,160,,SSD,,PCIe,PCIe x4
94819,512,,SSD,512,PCIe,PCIe x8
94820,360,,SSD,,PCIe,PCIe x4
94821,480,,SSD,,PCIe,PCIe x4
94822,256,,SSD,,PCIe,PCIe x8
94823,480,,SSD,,PCIe,PCIe x4
94824,480,,SSD,,PCIe,PCIe x4
94825,240,,SSD,,PCIe,PCIe x4
94826,480,,SSD,,PCIe,PCIe x4
94827,120,,SSD,,PCIe,PCIe x4
94828,480,,SSD,,PCIe,PCIe x4
94829,240,,SSD,,PCIe,PCIe x4
94830,960,,SSD,,PCIe,PCIe x4
94831,960,,SSD,,PCIe,PCIe x4
94832,800,,SSD,,PCIe,PCIe x8
94833,32,,SSD,,2.5,SATA 3.0 Gb/s
94834,50,,SSD,,2.5,SATA 6.0 Gb/s
94835,512,,SSD,,2.5,SATA 6.0 Gb/s
94836,256,,SSD,,2.5,SATA 6.0 Gb/s
94837,240,,SSD,,2.5,SATA 6.0 Gb/s
94838,120,,SSD,,2.5,SATA 6.0 Gb/s
94839,240,,SSD,,2.5,SATA 6.0 Gb/s
94840,4000,,HDD,64,3.5,SATA 6.0 Gb/s
94841,500,0.375,HDD,32,2.5,SATA 3.0 Gb/s
94842,128,,SSD,,2.5,SATA 6.0 Gb/s
94843,256,,SSD,,2.5,SATA 6.0 Gb/s
94844,250,,SSD,,2.5,SATA 6.0 Gb/s
94845,120,,SSD,,2.5,SATA 6.0 Gb/s
94846,480,,SSD,,2.5,SATA 6.0 Gb/s
94847,120,,SSD,,2.5,SATA 6.0 Gb/s
94848,240,,SSD,,2.5,SATA 6.0 Gb/s
94849,120,,SSD,,2.5,SATA 6.0 Gb/s
94850,480,,SSD,,2.5,SATA 6.0 Gb/s
94851,90,,SSD,,2.5,SATA 6.0 Gb/s
94852,120,,SSD,,2.5,SATA 6.0 Gb/s
94853,60,,SSD,,2.5,SATA 6.0 Gb/s
94854,120,,SSD,,2.5,SATA 6.0 Gb/s
94855,120,,SSD,,2.5,SATA 6.0 Gb/s
94856,512,,SSD,768,2.5,SATA 6.0 Gb/s
94857,120,,SSD,,2.5,SATA 6.0 Gb/s
94858,480,,SSD,,2.5,SATA 6.0 Gb/s
94859,180,,SSD,,2.5,SATA 6.0 Gb/s
94860,250,,HDD,16,2.5,SATA 3.0 Gb/s
94861,500,,10000,64,2.5,SATA 6.0 Gb/s
94862,2000,,HDD,64,3.5,SATA 6.0 Gb/s
94863,250,,HDD,8,2.5,SATA 3.0 Gb/s
94864,60,,SSD,,2.5,SATA 6.0 Gb/s
94865,60,,SSD,,2.5,SATA 6.0 Gb/s
94866,480,,SSD,,2.5,SATA 6.0 Gb/s
94867,60,,SSD,,2.5,SATA 6.0 Gb/s
94868,512,,SSD,,2.5,SATA 6.0 Gb/s
94869,250,,HDD,8,2.5,SATA 3.0 Gb/s
94870,640,,HDD,8,2.5,SATA 3.0 Gb/s
94871,640,,HDD,8,2.5,SATA 3.0 Gb/s
94872,750,,HDD,8,2.5,SATA 3.0 Gb/s
94873,2000,,HDD,64,3.5,SATA 6.0 Gb/s
94874,480,,SSD,,2.5,SATA 6.0 Gb/s
94875,60,,SSD,,2.5,SATA 6.0 Gb/s
94876,480,,SSD,,2.5,SATA 3.0 Gb/s
94877,480,,SSD,,2.5,SATA 6.0 Gb/s
94878,32,,SSD,,2.5,SATA 6.0 Gb/s
94879,512,,SSD,,2.5,SATA 6.0 Gb/s
94880,128,,SSD,,2.5,SATA 6.0 Gb/s
94881,240,,SSD,,2.5,SATA 6.0 Gb/s
94882,60,,SSD,,2.5,SATA 3.0 Gb/s
94883,240,,SSD,,2.5,SATA 6.0 Gb/s
94884,480,,SSD,,2.5,SATA 6.0 Gb/s
94885,256,,SSD,512,2.5,SATA 6.0 Gb/s
94886,128,,SSD,,2.5,SATA 6.0 Gb/s
94887,120,,SSD,,mSATA,mSATA
94888,180,,SSD,,mSATA,mSATA
94889,240,,SSD,,mSATA,mSATA
94890,128,,SSD,,mSATA,mSATA
94891,256,,SSD,,mSATA,mSATA
94892,64,,SSD,,mSATA,mSATA
94893,24,,SSD,,mSATA,mSATA
94894,80,,SSD,,mSATA,mSATA
94895,256,1.476,SSD,,mSATA,mSATA
94896,30,,SSD,,mSATA,mSATA
94897,60,,SSD,,mSATA,mSATA
94898,30,,SSD,,mSATA,mSATA
94899,240,,SSD,,mSATA,mSATA
94900,240,,SSD,,mSATA,mSATA
94901,120,,SSD,,mSATA,mSATA
94902,120,,SSD,,mSATA,mSATA
94903,64,,SSD,,mSATA,mSATA
94904,32,,SSD,,mSATA,mSATA
94905,30,,SSD,,mSATA,mSATA
94906,60,,SSD,,mSATA,mSATA
94907,30,,SSD,,mSATA,mSATA
94908,120,,SSD,,mSATA,mSATA
94909,60,,SSD,,mSATA,mSATA
94910,60,,SSD,,mSATA,mSATA
94911,60,,SSD,,mSATA,mSATA
94912,500,,HDD,8,2.5,SATA 6.0 Gb/s
94913,250,,HDD,64,2.5,SATA 6.0 Gb/s
94914,750,,HDD,8,2.5,SATA 3.0 Gb/s
94915,250,,HDD,16,3.5,SATA 3.0 Gb/s
94916,60,,SSD,,mSATA,mSATA
94917,480,,SSD,,mSATA,mSATA
94918,240,,SSD,,2.5,SATA 6.0 Gb/s
94919,128,,SSD,256,mSATA,mSATA
94920,64,,SSD,128,mSATA,mSATA
94921,3000,,HDD,64,3.5,SATA 6.0 Gb/s
94922,500,,HDD,64,3.5,SATA 6.0 Gb/s
94923,4000,,5900,64,3.5,SATA 6.0 Gb/s
94924,4000,0.046,HDD,128,3.5,SAS 6.0 Gb/s
94925,3000,,HDD,128,3.5,SAS 6.0 Gb/s
94926,2000,,HDD,128,3.5,SAS 6.0 Gb/s
94927,2000,,HDD,64,3.5,SATA 6.0 Gb/s
94928,1000,,HDD,128,3.5,SAS 6.0 Gb/s
94929,1000,,HDD,128,3.5,SAS 6.0 Gb/s
94930,1000,,HDD,64,3.5,SATA 6.0 Gb/s
94931,90,,SSD,,mSATA,mSATA
94932,64,,SSD,,2.5,SATA 6.0 Gb/s
94933,480,,SSD,,2.5,SATA 6.0 Gb/s
94934,160,0.887,SSD,,2.5,SATA 6.0 Gb/s
94935,80,,SSD,,2.5,SATA 6.0 Gb/s
94936,64,,SSD,,2.5,SATA 6.0 Gb/s
94937,2000,,HDD,32,3.5,SAS 6.0 Gb/s
94938,500,,HDD,16,2.5,SATA 6.0 Gb/s
94939,500,,HDD,16,2.5,SATA 3.0 Gb/s
94940,500,,HDD,16,2.5,SATA 3.0 Gb/s
94941,64,,SSD,,2.5,SATA 6.0 Gb/s
94942,250,,HDD,16,2.5,SATA 3.0 Gb/s
94943,2000,,HDD,64,3.5,SATA 6.0 Gb/s
94944,1000,,HDD,8,2.5,SATA 6.0 Gb/s
94945,300,,10000,64,2.5,SAS 6.0 Gb/s
94946,500,,HDD,64,2.5,SATA 6.0 Gb/s
94947,750,,HDD,8,2.5,SATA 6.0 Gb/s
94948,60,,SSD,,mSATA,mSATA
94949,3000,,HDD,64,3.5,SATA 6.0 Gb/s
94950,640,,HDD,8,2.5,SATA 6.0 Gb/s
94951,3000,,HDD,32,3.5,SATA 6.0 Gb/s
94952,600,,SSD,,2.5,SATA 6.0 Gb/s
94953,120,,SSD,,2.5,SATA 6.0 Gb/s
94954,120,,SSD,,2.5,SATA 6.0 Gb/s
94955,3000,,HDD,128,3.5,SATA 6.0 Gb/s
94956,500,,HDD,64,3.5,SAS 6.0 Gb/s
94957,600,,10000,64,2.5,SAS 6.0 Gb/s
94958,320,,HDD,8,2.5,SATA 3.0 Gb/s
94959,120,,SSD,,2.5,SATA 6.0 Gb/s
94960,240,,SSD,,2.5,SATA 6.0 Gb/s
94961,128,,SSD,,2.5,SATA 6.0 Gb/s
94962,512,,SSD,,2.5,SATA 6.0 Gb/s
94963,240,,SSD,,2.5,SATA 6.0 Gb/s
94964,360,,SSD,,2.5,SATA 6.0 Gb/s
94965,480,,SSD,,2.5,SATA 6.0 Gb/s
94966,60,,SSD,,2.5,SATA 6.0 Gb/s
94967,240,,SSD,,2.5,SATA 6.0 Gb/s
94968,250,0.367,HDD,8,2.5,SATA 6.0 Gb/s
94969,3000,,HDD,32,3.5,SATA 6.0 Gb/s
94970,300,,15000,32,2.5,SAS 6.0 Gb/s
94971,500,,HDD,32,2.5,SATA 6.0 Gb/s
94972,1500,,HDD,8,2.5,SAS 3.0 Gb/s
94973,640,,HDD,16,2.5,SATA 3.0 Gb/s
94974,640,,HDD,16,2.5,SATA 3.0 Gb/s
94975,300,,10500,64,2.5,SAS 6.0 Gb/s
94976,900,,10500,64,2.5,SAS 6.0 Gb/s
94977,600,,10500,64,2.5,SAS 6.0 Gb/s
94978,300,,10000,16,3.5,SAS 6.0 Gb/s
94979,1000,0.046,HDD,64,3.5,SAS 6.0 Gb/s
94980,2000,,HDD,64,3.5,SATA 6.0 Gb/s
94981,3000,,HDD,64,3.5,SATA 6.0 Gb/s
94982,60,,SSD,,2.5,SATA 6.0 Gb/s
94983,1000,0.1,HDD,64,3.5,SAS 6.0 Gb/s
94984,2000,,HDD,64,3.5,SAS 6.0 Gb/s
94985,2000,,HDD,64,3.5,SAS 6.0 Gb/s
94986,1000,,HDD,16,3.5,SAS 6.0 Gb/s
94987,2000,,HDD,16,3.5,SAS 6.0 Gb/s
94988,2000,,HDD,64,3.5,SAS 6.0 Gb/s
94989,2000,,HDD,64,3.5,SAS 6.0 Gb/s
94990,2000,,HDD,64,3.5,SAS 6.0 Gb/s
94991,3000,0.042,HDD,64,3.5,SAS 6.0 Gb/s
94992,500,0.24,HDD,64,3.5,SAS 6.0 Gb/s
94993,500,,HDD,64,3.5,SAS 6.0 Gb/s
94994,1000,,HDD,64,2.5,SAS 6.0 Gb/s
94995,1000,,HDD,64,2.5,SAS 6.0 Gb/s
94996,500,,HDD,16,2.5,SAS 6.0 Gb/s
94997,500,,HDD,64,2.5,SAS 6.0 Gb/s
94998,128,,SSD,,mSATA,mSATA
94999,500,,HDD,32,3.5,SATA 3.0 Gb/s
95000,160,,HDD,16,2.5,SATA 6.0 Gb/s
95001,320,,HDD,8,2.5,SATA 3.0 Gb/s
95002,120,,SSD,,2.5,SATA 6.0 Gb/s
95003,240,0.833,SSD,,2.5,SATA 6.0 Gb/s
95004,480,0.646,SSD,,2.5,SATA 6.0 Gb/s
95005,60,,SSD,,2.5,SATA 6.0 Gb/s
95006,120,,SSD,,2.5,SATA 6.0 Gb/s
95007,320,,HDD,16,2.5,SATA 6.0 Gb/s
95008,4000,0.044,HDD,128,3.5,SAS 6.0 Gb/s
95009,500,0.138,HDD,8,2.5,SATA 3.0 Gb/s
95010,480,,SSD,,2.5,SATA 6.0 Gb/s
95011,960,,SSD,,2.5,SAS 6.0 Gb/s
95012,480,,SSD,,2.5,SATA 6.0 Gb/s
95013,128,,SSD,,2.5,SATA 6.0 Gb/s
95014,256,,SSD,,2.5,SATA 6.0 Gb/s
95015,128,,SSD,,mSATA,mSATA
95016,256,,SSD,,mSATA,mSATA
95017,64,,SSD,,mSATA,mSATA
95018,240,,SSD,,2.5,SATA 6.0 Gb/s
95019,480,,SSD,,mSATA,mSATA
95020,480,,SSD,,PCIe,PCIe x2
95021,960,,SSD,,PCIe,PCIe x2
95022,480,1.016,SSD,,mSATA,mSATA
95023,320,,HDD,8,2.5,SATA 3.0 Gb/s
95024,500,,HDD,16,2.5,SATA 3.0 Gb/s
95025,300,0.663,15000,16,3.5,SAS 3.0 Gb/s
95026,4000,,HDD,64,3.5,SAS 6.0 Gb/s
95027,120,,SSD,,2.5,SATA 6.0 Gb/s
95028,180,0.67,SSD,,2.5,SATA 6.0 Gb/s
95029,480,,SSD,,2.5,SATA 6.0 Gb/s
95030,480,,SSD,,2.5,SATA 6.0 Gb/s
95031,480,,SSD,,2.5,SATA 6.0 Gb/s
95032,240,,SSD,,PCIe,PCIe x2
95033,960,,SSD,,PCIe,PCIe x2
95034,120,,SSD,,2.5,SATA 6.0 Gb/s
95035,120,,SSD,,mSATA,mSATA
95036,250,,SSD,,mSATA,mSATA
95037,480,,SSD,,2.5,SATA 6.0 Gb/s
95038,512,,SSD,,2.5,SATA 6.0 Gb/s
95039,128,,SSD,,2.5,SATA 6.0 Gb/s
95040,64,,SSD,,2.5,SATA 6.0 Gb/s
95041,120,,SSD,,mSATA,mSATA
95042,120,,SSD,,2.5,SATA 6.0 Gb/s
95043,240,,SSD,,2.5,SATA 6.0 Gb/s
95044,60,,SSD,,2.5,SATA 6.0 Gb/s
95045,300,,SSD,,2.5,SATA 3.0 Gb/s
95046,480,,SSD,,2.5,SAS 6.0 Gb/s
95047,960,,SSD,,2.5,SAS 6.0 Gb/s
95048,400,,SSD,,2.5,SAS 6.0 Gb/s
95049,1200,,SSD,,PCIe,PCIe x8
95050,1600,,SSD,,PCIe,PCIe x8
95051,4000,,HDD,64,3.5,SATA 6.0 Gb/s
95052,3000,,HDD,64,3.5,SATA 6.0 Gb/s
95053,120,,SSD,,2.5,SATA 6.0 Gb/s
95054,400,,SSD,,2.5,SATA 6.0 Gb/s
95055,1000,,,32,2.5,SATA 6.0 Gb/s
95056,256,,SSD,,mSATA,mSATA
95057,240,,SSD,,2.5,SATA 6.0 Gb/s
95058,480,,SSD,,2.5,SATA 6.0 Gb/s
95059,32,,SSD,,mSATA,mSATA
95060,32,,SSD,,2.5,SATA 6.0 Gb/s
95061,800,,SSD,,2.5,SAS 6.0 Gb/s
95062,320,,HDD,,3.5,SATA 3.0 Gb/s
95063,2000,0.202,HDD,,3.5,SAS 6.0 Gb/s
95064,120,,SSD,,2.5,SATA 6.0 Gb/s
95065,240,,SSD,,2.5,SATA 6.0 Gb/s
95066,480,,SSD,,2.5,SATA 6.0 Gb/s
95067,128,2.951,SSD,,mSATA,mSATA
95068,512,,SSD,,mSATA,mSATA
95069,32,,SSD,,mSATA,mSATA
95070,64,,SSD,,mSATA,mSATA
95071,128,,SSD,,mSATA,mSATA
95072,256,,SSD,,2.5,SATA 6.0 Gb/s
95073,256,,SSD,,mSATA,mSATA
95074,200,,SSD,,2.5,SAS 6.0 Gb/s
95075,512,,SSD,,2.5,SATA 6.0 Gb/s
95076,500,,HDD,64,3.5,SATA 6.0 Gb/s
95077,3000,,HDD,64,3.5,SATA 6.0 Gb/s
95078,128,,SSD,,2.5,SATA 6.0 Gb/s
95079,320,,HDD,8,2.5,SATA 3.0 Gb/s
95080,250,,SSD,,2.5,SATA 6.0 Gb/s
95081,512,,SSD,,2.5,SATA 6.0 Gb/s
95082,480,,SSD,,2.5,SATA 6.0 Gb/s
95083,128,,SSD,,mSATA,mSATA
95084,256,,SSD,,mSATA,mSATA
95085,64,,SSD,,mSATA,mSATA
95086,240,,SSD,,2.5,SATA 6.0 Gb/s
95087,480,,SSD,,2.5,SATA 6.0 Gb/s
95088,256,,SSD,,mSATA,mSATA
95089,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
95090,240,,SSD,,2.5,SATA 6.0 Gb/s
95091,128,,SSD,,2.5,SATA 6.0 Gb/s
95092,240,,SSD,,mSATA,mSATA
95093,480,,SSD,,mSATA,mSATA
95094,240,,SSD,,2.5,SAS 6.0 Gb/s
95095,200,1.125,SSD,,2.5,SAS 12.0 Gb/s
95096,200,,SSD,,2.5,SAS 12.0 Gb/s
95097,3000,,5900,64,3.5,SATA 6.0 Gb/s
95098,6000,,5900,128,3.5,SATA 6.0 Gb/s
95099,100,,SSD,,2.5,SATA 6.0 Gb/s
95100,32,,SSD,,mSATA,mSATA
95101,64,,SSD,,mSATA,mSATA
95102,1000,,SSD,,2.5,SATA 6.0 Gb/s
95103,80,,SSD,,mSATA,mSATA
95104,180,,SSD,,mSATA,mSATA
95105,80,,SSD,,2.5,SATA 6.0 Gb/s
95106,120,,SSD,,2.5,SATA 6.0 Gb/s
95107,960,,SSD,,PCIe,PCIe x8
95108,480,,SSD,,PCIe,PCIe x8
95109,240,,SSD,,PCIe,PCIe x8
95110,256,,SSD,,2.5,SATA 6.0 Gb/s
95111,128,,SSD,,mSATA,mSATA
95112,64,,SSD,,2.5,SATA 6.0 Gb/s
95113,64,,SSD,,M.2-2242,M.2 SATA
95114,64,,SSD,,M.2-2260,M.2 SATA
95115,6000,,HDD,64,3.5,SAS 6.0 Gb/s
95116,64,,SSD,,2.5,SAS 6.0 Gb/s
95117,120,,SSD,,2.5,SATA 6.0 Gb/s
95118,60,,SSD,,2.5,SATA 6.0 Gb/s
95119,60,,SSD,,2.5,SATA 6.0 Gb/s
95120,120,,SSD,,2.5,SATA 6.0 Gb/s
95121,180,,SSD,,M.2-2280,M.2 SATA
95122,128,,SSD,,M.2-2280,M.2 SATA
95123,256,0.547,SSD,,M.2-2280,M.2 SATA
95124,256,,SSD,,M.2-2242,M.2 SATA
95125,512,,SSD,,M.2-2280,M.2 SATA
95126,500,,HDD,8,2.5,SATA 6.0 Gb/s
95127,500,,HDD,8,2.5,SATA 3.0 Gb/s
95128,320,0.235,HDD,32,2.5,SATA 6.0 Gb/s
95129,300,0.405,15000,64,2.5,SAS 6.0 Gb/s
95130,160,,HDD,16,2.5,SATA 3.0 Gb/s
95131,750,,HDD,8,2.5,SATA 3.0 Gb/s
95132,500,,,32,2.5,SATA 6.0 Gb/s
95133,900,,10000,32,2.5,SAS 6.0 Gb/s
95134,600,,10000,64,2.5,SAS 6.0 Gb/s
95135,900,,10000,64,2.5,SAS 6.0 Gb/s
95136,2000,0.062,HDD,128,3.5,SAS 12.0 Gb/s
95137,4000,,HDD,32,3.5,SATA 6.0 Gb/s
95138,240,,SSD,,2.5,SATA 6.0 Gb/s
95139,480,,SSD,,2.5,SATA 6.0 Gb/s
95140,60,,SSD,,2.5,SATA 6.0 Gb/s
95141,400,,SSD,,2.5,SATA 6.0 Gb/s
95142,120,,SSD,,2.5,SATA 6.0 Gb/s
95143,480,,SSD,,2.5,SATA 6.0 Gb/s
95144,480,,SSD,,2.5,SATA 6.0 Gb/s
95145,128,,SSD,,2.5,SATA 6.0 Gb/s
95146,256,,SSD,,2.5,SATA 6.0 Gb/s
95147,512,,SSD,,2.5,SATA 6.0 Gb/s
95148,240,,SSD,,2.5,SATA 6.0 Gb/s
95149,256,,SSD,,2.5,SATA 6.0 Gb/s
95150,480,,SSD,,mSATA,mSATA
95151,120,,SSD,,2.5,SATA 6.0 Gb/s
95152,240,,SSD,,2.5,SATA 6.0 Gb/s
95153,480,,SSD,,2.5,SATA 6.0 Gb/s
95154,60,,SSD,,2.5,SATA 6.0 Gb/s
95155,240,,SSD,,mSATA,mSATA
95156,60,,SSD,,mSATA,mSATA
95157,1000,,SSD,,2.5,SATA 6.0 Gb/s
95158,3000,,HDD,64,3.5,SATA 6.0 Gb/s
95159,8000,,HDD,128,3.5,SAS 6.0 Gb/s
95160,6000,,HDD,128,3.5,SATA 6.0 Gb/s
95161,6000,,HDD,64,3.5,SAS 6.0 Gb/s
95162,5000,,HDD,64,3.5,SATA 6.0 Gb/s
95163,480,,SSD,,PCIe,PCIe x8
95164,240,,SSD,,2.5,SATA 6.0 Gb/s
95165,4000,,HDD,64,3.5,SATA 6.0 Gb/s
95166,6000,,HDD,64,3.5,SATA 6.0 Gb/s
95167,146,,15000,,2.5,SAS 6.0 Gb/s
95168,1000,,,,2.5,SATA 6.0 Gb/s
95169,240,,SSD,,2.5,SATA 6.0 Gb/s
95170,480,,SSD,,2.5,SATA 6.0 Gb/s
95171,240,,SSD,,2.5,SATA 6.0 Gb/s
95172,400,1.149,SSD,,2.5,U.2
95173,180,,SSD,,M.2-2280,M.2 SATA
95174,30,,SSD,,mSATA,mSATA
95175,120,,SSD,,2.5,SATA 6.0 Gb/s
95176,120,,SSD,,mSATA,mSATA
95177,960,,SSD,,2.5,SATA 6.0 Gb/s
95178,64,,SSD,,2.5,SATA 6.0 Gb/s
95179,240,,SSD,,2.5,SATA 6.0 Gb/s
95180,480,,SSD,,2.5,SATA 6.0 Gb/s
95181,60,,SSD,,2.5,SATA 6.0 Gb/s
95182,128,,SSD,,mSATA,mSATA
95183,60,,SSD,,mSATA,mSATA
95184,120,,SSD,,mSATA,mSATA
95185,240,,SSD,,mSATA,mSATA
95186,32,,SSD,,M.2-2242,M.2 SATA
95187,64,,SSD,,M.2-2242,M.2 SATA
95188,128,,SSD,,M.2-2242,M.2 SATA
95189,64,,SSD,,M.2-2242,M.2 SATA
95190,128,,SSD,,M.2-2242,M.2 SATA
95191,64,,SSD,,M.2-2242,M.2 SATA
95192,128,,SSD,,M.2-2242,M.2 SATA
95193,30,,SSD,,mSATA,mSATA
95194,60,,SSD,,mSATA,mSATA
95195,120,,SSD,,mSATA,mSATA
95196,240,,SSD,,mSATA,mSATA
95197,128,,SSD,,mSATA,mSATA
95198,256,,SSD,,mSATA,mSATA
95199,64,,SSD,,mSATA,mSATA
95200,128,,SSD,,mSATA,mSATA
95201,32,,SSD,,mSATA,mSATA
95202,64,,SSD,,mSATA,mSATA
95203,128,,SSD,,mSATA,mSATA
95204,256,,SSD,,mSATA,mSATA
95205,24,,SSD,,mSATA,mSATA
95206,32,,SSD,,mSATA,mSATA
95207,64,,SSD,,mSATA,mSATA
95208,128,,SSD,,mSATA,mSATA
95209,120,,SSD,,2.5,SATA 6.0 Gb/s
95210,32,,SSD,,2.5,PATA 44-Pin 133
95211,64,,SSD,,2.5,PATA 44-Pin 133
95212,128,,SSD,,2.5,PATA 44-Pin 133
95213,3000,,HDD,32,3.5,SATA 6.0 Gb/s
95214,2000,,HDD,128,3.5,SATA 6.0 Gb/s
95215,2000,0.122,HDD,128,2.5,SAS 12.0 Gb/s
95216,2000,,HDD,128,3.5,SATA 6.0 Gb/s
95217,3000,,HDD,128,3.5,SATA 6.0 Gb/s
95218,3000,,HDD,64,3.5,SATA 6.0 Gb/s
95219,3000,,5900,64,3.5,SATA 6.0 Gb/s
95220,4000,,HDD,128,3.5,SATA 6.0 Gb/s
95221,5000,,HDD,128,3.5,SATA 6.0 Gb/s
95222,6000,0.03,HDD,128,3.5,SATA 6.0 Gb/s
95223,1000,0.332,SSD,,2.5,SATA 6.0 Gb/s
95224,480,,SSD,,2.5,SATA 6.0 Gb/s
95225,250,,HDD,32,2.5,SATA 6.0 Gb/s
95226,320,,HDD,16,2.5,SATA 3.0 Gb/s
95227,320,0.212,HDD,32,2.5,SATA 6.0 Gb/s
95228,250,1.311,SSD,,mSATA,mSATA
95229,500,0.756,SSD,,mSATA,mSATA
95230,120,,SSD,,3.5,SATA 6.0 Gb/s
95231,60,,SSD,,mSATA,mSATA
95232,480,,SSD,,PCIe,PCIe x8
95233,480,,SSD,,2.5,SATA 6.0 Gb/s
95234,240,,SSD,,2.5,SATA 6.0 Gb/s
95235,480,,SSD,,2.5,SATA 6.0 Gb/s
95236,960,,SSD,1024,2.5,SATA 6.0 Gb/s
95237,480,,SSD,,2.5,SATA 6.0 Gb/s
95238,73.4,,15000,8,3.5,SAS 3.0 Gb/s
95239,960,,SSD,,2.5,SATA 6.0 Gb/s
95240,2000,,HDD,64,3.5,SATA 6.0 Gb/s
95241,3000,,HDD,64,3.5,SATA 6.0 Gb/s
95242,4000,,HDD,64,3.5,SATA 6.0 Gb/s
95243,512,0.614,SSD,,mSATA,mSATA
95244,64,,SSD,,mSATA,mSATA
95245,480,0.733,SSD,,2.5,SATA 6.0 Gb/s
95246,120,,SSD,,mSATA,mSATA
95247,200,1.072,SSD,,2.5,SATA 6.0 Gb/s
95248,200,,SSD,,2.5,SATA 6.0 Gb/s
95249,480,,SSD,,2.5,SATA 6.0 Gb/s
95250,480,,SSD,,2.5,SATA 6.0 Gb/s
95251,240,,SSD,,2.5,SATA 6.0 Gb/s
95252,1000,,HDD,64,2.5,SAS 6.0 Gb/s
95253,2000,,HDD,128,3.5,SATA 6.0 Gb/s
95254,8000,,HDD,128,3.5,SAS 12.0 Gb/s
95255,8000,,HDD,128,3.5,SAS 12.0 Gb/s
95256,8000,,HDD,128,3.5,SATA 6.0 Gb/s
95257,6000,,HDD,128,3.5,SATA 6.0 Gb/s
95258,1000,,SSD,,mSATA,mSATA
95259,480,,SSD,,2.5,SATA 6.0 Gb/s
95260,240,,SSD,,2.5,SATA 6.0 Gb/s
95261,480,,SSD,,2.5,SATA 6.0 Gb/s
95262,240,,SSD,,2.5,SATA 6.0 Gb/s
95263,480,,SSD,,2.5,SATA 6.0 Gb/s
95264,120,,SSD,,mSATA,mSATA
95265,250,,SSD,,mSATA,mSATA
95266,120,,SSD,,2.5,SATA 6.0 Gb/s
95267,60,,SSD,,2.5,SATA 6.0 Gb/s
95268,1000,0.101,HDD,128,2.5,SAS 12.0 Gb/s
95269,120,,SSD,,2.5,SATA 6.0 Gb/s
95270,512,,SSD,,2.5,SATA 6.0 Gb/s
95271,600,,15000,128,2.5,SAS 12.0 Gb/s
95272,2000,,HDD,128,3.5,SAS 12.0 Gb/s
95273,6000,,HDD,128,3.5,SAS 6.0 Gb/s
95274,128,,SSD,,mSATA,mSATA
95275,256,,SSD,,mSATA,mSATA
95276,512,,SSD,,mSATA,mSATA
95277,120,,SSD,,2.5,SATA 6.0 Gb/s
95278,480,,SSD,,2.5,SATA 6.0 Gb/s
95279,4000,,HDD,128,3.5,SAS 12.0 Gb/s
95280,1000,,SSD,,2.5,SATA 6.0 Gb/s
95281,480,,SSD,,2.5,SATA 6.0 Gb/s
95282,960,,SSD,,2.5,SATA 6.0 Gb/s
95283,480,,SSD,,2.5,SATA 6.0 Gb/s
95284,960,,SSD,,2.5,SATA 6.0 Gb/s
95285,128,,SSD,,2.5,SATA 6.0 Gb/s
95286,480,,SSD,,2.5,SATA 6.0 Gb/s
95287,8000,,HDD,128,3.5,SAS 12.0 Gb/s
95288,2000,0.185,HDD,128,2.5,SAS 12.0 Gb/s
95289,240,1.275,SSD,,2.5,SATA 6.0 Gb/s
95290,240,,SSD,,2.5,SATA 6.0 Gb/s
95291,480,,SSD,,2.5,SATA 6.0 Gb/s
95292,2000,,HDD,128,3.5,SAS 12.0 Gb/s
95293,120,,SSD,,2.5,SATA 6.0 Gb/s
95294,240,,SSD,,2.5,SATA 6.0 Gb/s
95295,480,,SSD,,2.5,SATA 6.0 Gb/s
95296,120,,SSD,,2.5,SATA 6.0 Gb/s
95297,180,,SSD,,2.5,SATA 6.0 Gb/s
95298,360,0.831,SSD,,2.5,SATA 6.0 Gb/s
95299,120,,SSD,,2.5,SATA 6.0 Gb/s
95300,240,,SSD,,2.5,SATA 6.0 Gb/s
95301,480,,SSD,,2.5,SATA 6.0 Gb/s
95302,120,,SSD,,2.5,SATA 6.0 Gb/s
95303,240,,SSD,,2.5,SATA 6.0 Gb/s
95304,160,,HDD,16,3.5,SATA 3.0 Gb/s
95305,4000,,HDD,128,3.5,SAS 12.0 Gb/s
95306,1000,,HDD,128,2.5,SAS 12.0 Gb/s
95307,1000,0.071,HDD,128,2.5,SAS 12.0 Gb/s
95308,2000,,HDD,128,2.5,SAS 12.0 Gb/s
95309,3000,,HDD,128,3.5,SATA 6.0 Gb/s
95310,2000,,HDD,128,3.5,SATA 6.0 Gb/s
95311,6000,,HDD,128,3.5,SATA 6.0 Gb/s
95312,2000,,HDD,128,3.5,SAS 12.0 Gb/s
95313,240,,SSD,,2.5,SATA 6.0 Gb/s
95314,6000,,HDD,128,3.5,SATA 6.0 Gb/s
95315,400,,SSD,,2.5,SAS 12.0 Gb/s
95316,80,,SSD,,2.5,SATA 6.0 Gb/s
