model_no,type,psu,side_panel,external_volume,internal_35_bays
14614,ATX Mid Tower,ATX,Acrylic,44.2,2
14615,ATX Mid Tower,ATX,Tempered Glass,41.3,4
14616,MicroATX Mini Tower,ATX,,,2
14617,ATX Mid Tower,ATX,Acrylic,35.4,2
14618,ATX Mid Tower,ATX,Acrylic,35.4,2
14619,ATX Mid Tower,ATX,Tempered Glass,41.4,2
14620,ATX Mid Tower,ATX,Acrylic,52.5,3
14621,MicroATX Mid Tower,ATX,Tempered Glass,,2
14622,ATX Mid Tower,ATX,Tempered Glass,36.2,2
14623,ATX Mid Tower,ATX,Acrylic,46.4,2
14624,ATX Mid Tower,ATX,Tempered Glass,50.8,3
14625,MicroATX Mid Tower,ATX,Acrylic,,2
14626,ATX Mid Tower,ATX,Tempered Glass,46.7,2
14627,ATX Mid Tower,ATX,,34.3,4
14628,ATX Mid Tower,ATX,Tempered Glass,41.8,2
14629,ATX Mid Tower,ATX,Tempered Glass,52.3,2
14630,ATX Mid Tower,ATX,Tempered Glass,40.1,1
14631,ATX Mid Tower,ATX,Tempered Glass,53.2,3
14632,ATX Mid Tower,ATX,Tempered Glass,50.7,2
14633,MicroATX Mini Tower,ATX,Acrylic,36.7,2
14634,ATX Mid Tower,ATX,Tempered Glass,36.5,2
14635,ATX Mid Tower,ATX,Tempered Glass,38.9,2
14636,ATX Mid Tower,ATX,Tempered Glass,38.9,2
14637,ATX Mid Tower,ATX,Tinted Tempered Glass,,2
14638,ATX Mid Tower,ATX,Acrylic,,2
14639,ATX Mid Tower,ATX,Tempered Glass,54,3
14640,Mini ITX Desktop,SFX,,22.3,2
14641,MicroATX Mini Tower,ATX,,,2
14642,ATX Mid Tower,ATX,Tempered Glass,,2
14643,Mini ITX Tower,SFX,,11.5,1
14644,Mini ITX Tower,SFX,,11.5,1
14645,ATX Mid Tower,ATX,,,2
14646,ATX Mid Tower,ATX,Tempered Glass,,2
14647,ATX Mid Tower,ATX,Tempered Glass,,2
14648,ATX Mid Tower,ATX,Tempered Glass,,2
14649,ATX Mid Tower,ATX,Tempered Glass,71.1,2
14650,ATX Mid Tower,ATX,,46.1,3
14651,ATX Mid Tower,ATX,Tempered Glass,36.3,2
14652,ATX Mid Tower,ATX,Tempered Glass,,3
14653,MicroATX Mini Tower,ATX,Tempered Glass,32.1,2
14654,ATX Mid Tower,ATX,,,1
14655,ATX Mid Tower,ATX,Tempered Glass,43.5,2
14656,ATX Mid Tower,ATX,Tempered Glass,53.7,2
14657,ATX Mid Tower,ATX,Tempered Glass,33.2,2
14658,ATX Mid Tower,ATX,Tempered Glass,95.3,3
14659,ATX Mid Tower,ATX,Tempered Glass,63.9,3
14660,ATX Mid Tower,ATX,Tempered Glass,46,2
14661,ATX Mid Tower,ATX,Tempered Glass,,3
14662,ATX Mid Tower,ATX,Tempered Glass,,3
14663,ATX Mid Tower,ATX,Tempered Glass,,2
14664,ATX Mid Tower,ATX,Tempered Glass,,2
14665,ATX Mid Tower,ATX,Acrylic,,2
14666,ATX Mid Tower,ATX,Tempered Glass,,3
14667,MicroATX Mini Tower,ATX,Tempered Glass,28.1,2
14668,MicroATX Mini Tower,ATX,Tempered Glass,28.1,2
14669,MicroATX Mini Tower,ATX,Tempered Glass,28.1,2
14670,ATX Mid Tower,ATX,Tempered Glass,38.4,2
14671,ATX Mid Tower,ATX,Tempered Glass,,2
14672,ATX Mid Tower,ATX,Tempered Glass,,2
14673,ATX Mid Tower,ATX,Tempered Glass,,2
14674,ATX Mid Tower,ATX,,,2
14675,ATX Mid Tower,ATX,Tempered Glass,,2
14676,Mini ITX Desktop,SFX,Tempered Glass,16.6,2
14677,ATX Mid Tower,ATX,Tempered Glass,56.8,2
14678,ATX Mid Tower,ATX,Tempered Glass,36.5,2
14679,ATX Mid Tower,ATX,Tempered Glass,45.1,2
14680,ATX Mid Tower,ATX,Tempered Glass,40.4,3
14681,ATX Mid Tower,ATX,Acrylic,40.4,3
14682,ATX Mid Tower,ATX,Tempered Glass,40.4,3
14683,ATX Mid Tower,ATX,Acrylic,33.6,1
14684,ATX Mini Tower,ATX,Mesh,14.9,0
14685,ATX Mini Tower,ATX,Mesh,14.9,0
14686,ATX Mid Tower,ATX,Tempered Glass,37.6,2
14687,Mini ITX Desktop,SFX,Tempered Glass,18.2,0
14688,ATX Mid Tower,ATX,Mesh,19.5,1
14689,ATX Mid Tower,ATX,Tempered Glass,34.8,2
14690,ATX Mid Tower,ATX,Tempered Glass,31.4,2
14691,MicroATX Desktop,ATX,,12.1,2
14692,MicroATX Mini Tower,ATX,Tempered Glass,37.3,0
14693,ATX Mid Tower,ATX,Tempered Glass,31.7,1
14694,ATX Full Tower,ATX,Tempered Glass,54.1,2
14695,ATX Mid Tower,ATX,Tempered Glass,90.6,2
14696,ATX Mid Tower,ATX,Tempered Glass,40.3,3
14697,ATX Mid Tower,ATX,Tempered Glass,41,2
14698,ATX Mid Tower,ATX,Tempered Glass,36.9,2
14699,ATX Mid Tower,ATX,Tempered Glass,34,2
14700,ATX Mid Tower,ATX,Tempered Glass,40.3,2
14701,ATX Mid Tower,ATX,Acrylic,50.4,2
14702,ATX Full Tower,ATX,Tempered Glass,72.4,2
14703,ATX Full Tower,ATX,Tempered Glass,67.8,2
14704,MicroATX Mid Tower,ATX,Tempered Glass,26.5,1
14705,ATX Mid Tower,ATX,Tempered Glass,42.3,2
14706,ATX Mid Tower,ATX,Tempered Glass,41,2
14707,ATX Mid Tower,ATX,,46.9,2
14708,ATX Mid Tower,ATX,Tempered Glass,31.3,2
14709,ATX Mid Tower,ATX,Tempered Glass,43.3,2
14710,ATX Mid Tower,ATX,Tempered Glass,43.3,2
14711,ATX Mid Tower,ATX,Tempered Glass,53.9,2
14712,ATX Mid Tower,ATX,Tempered Glass,49.8,4
14713,ATX Mid Tower,ATX,Tempered Glass,35.9,2
14714,ATX Mid Tower,ATX,Tempered Glass,44.9,2
14715,ATX Mid Tower,ATX,Tempered Glass,44.1,2
14716,ATX Mid Tower,ATX,Tempered Glass,42.3,2
14717,ATX Mid Tower,ATX,Tempered Glass,40,2
14718,ATX Mid Tower,ATX,Tempered Glass,53.9,2
14719,ATX Mid Tower,ATX,Tempered Glass,38.3,2
14720,MicroATX Mini Tower,ATX,,22.2,0
14721,ATX Full Tower,ATX,Tempered Glass,,4
14722,MicroATX Mid Tower,ATX,Tempered Glass,37.2,2
14723,ATX Mid Tower,ATX,,40.3,6
14724,HTPC,,,14.6,1
14725,Mini ITX Tower,SFX,Tempered Glass,46.3,3
14726,MicroATX Mini Tower,ATX,Tempered Glass,50.5,0
14727,ATX Mid Tower,ATX,Tempered Glass,57.6,2
14728,ATX Mid Tower,ATX,Tempered Glass,40.6,2
14729,ATX Mid Tower,ATX,Tempered Glass,72.7,2
14730,ATX Mid Tower,ATX,,35.1,5
14731,ATX Mid Tower,ATX,Acrylic,47.7,6
14732,ATX Mid Tower,ATX,Acrylic,46.6,2
14733,ATX Mid Tower,ATX,,45.8,5
14734,ATX Mid Tower,ATX,,34.9,3
14735,ATX Mid Tower,ATX,Acrylic,50.6,6
14736,ATX Mid Tower,ATX,Acrylic,50.6,6
14737,ATX Mid Tower,ATX,,42.1,6
14738,ATX Mid Tower,ATX,,42.1,0
14739,ATX Mid Tower,ATX,Acrylic,42,4
14740,ATX Full Tower,ATX,,99.2,6
14741,ATX Mid Tower,ATX,,38.7,5
14742,ATX Mid Tower,ATX,Acrylic,43.2,5
14743,MicroATX Mini Tower,ATX,,29.4,2
14744,MicroATX Mini Tower,ATX,,29.4,2
14745,ATX Mid Tower,ATX,,56.3,6
14746,ATX Mid Tower,ATX,,56.3,6
14747,ATX Mid Tower,ATX,Acrylic,79.2,5
14748,ATX Mid Tower,ATX,,47.4,4
14749,ATX Mid Tower,ATX,,26.5,5
14750,ATX Mid Tower,ATX,,36.4,6
14751,ATX Mid Tower,ATX,,38.5,4
14752,ATX Mid Tower,ATX,,32.8,5
14753,ATX Mid Tower,ATX,,26.5,5
14754,HTPC,,,17.8,1
14755,ATX Mid Tower,ATX,Acrylic,43.7,5
14756,ATX Mid Tower,ATX,Acrylic,62.8,4
14757,ATX Mid Tower,ATX,,52.9,6
14758,ATX Full Tower,ATX,Acrylic,62.4,6
14759,ATX Mid Tower,ATX,Acrylic,56.3,3
14760,ATX Mid Tower,ATX,Acrylic,50.4,5
14761,ATX Mid Tower,ATX,Acrylic,50.6,5
14762,ATX Mid Tower,ATX,,41.1,5
14763,ATX Mid Tower,ATX,Acrylic,47.7,4
14764,ATX Mid Tower,ATX,,,7
14765,ATX Mid Tower,ATX,,30.2,7
14766,MicroATX Mid Tower,ATX,,25.3,4
14767,ATX Mid Tower,ATX,,35.8,4
14768,ATX Mid Tower,ATX,,34.9,4
14769,ATX Mid Tower,ATX,,46.6,5
14770,ATX Mid Tower,ATX,,35.2,4
14771,ATX Mid Tower,ATX,,38.4,3
14772,ATX Mid Tower,ATX,,38.4,3
14773,ATX Mid Tower,ATX,,34.8,5
14774,ATX Mid Tower,ATX,,38.4,5
14775,ATX Mid Tower,ATX,Acrylic,52.9,4
14776,ATX Mid Tower,ATX,Acrylic,50.7,4
14777,ATX Mid Tower,ATX,,52.9,4
14778,MicroATX Mid Tower,ATX,,28,4
14779,Mini ITX Test Bench,SFX,,10.7,1
14780,Mini ITX Test Bench,SFX,,10.7,1
14781,Mini ITX Test Bench,SFX,,10.7,1
14782,Mini ITX Tower,SFX,,21.2,6
14783,Mini ITX Tower,SFX,,21.2,6
14784,Mini ITX Desktop,SFX,,5.5,0
14785,Mini ITX Tower,SFX,,16.8,2
14786,Mini ITX Tower,SFX,,16.8,2
14787,Mini ITX Tower,SFX,,16.8,2
14788,ATX Mid Tower,ATX,,47.9,4
14789,ATX Mid Tower,ATX,,47.9,4
14790,ATX Mid Tower,ATX,Acrylic,47.9,4
14791,ATX Mid Tower,ATX,Acrylic,80,3
14792,ATX Mid Tower,ATX,Acrylic,48,3
14793,ATX Mid Tower,ATX,,47.1,4
14794,ATX Mid Tower,ATX,Acrylic,47.1,4
14795,ATX Mid Tower,ATX,,34,3
14796,ATX Mid Tower,ATX,Acrylic,58.9,6
14797,ATX Full Tower,ATX,,88.7,6
14798,ATX Test Bench,ATX,,45.6,3
14799,ATX Full Tower,ATX,,76.9,9
14800,ATX Mid Tower,ATX,,50.5,6
14801,ATX Mid Tower,ATX,Acrylic,50.8,6
14802,ATX Mid Tower,ATX,,50.8,3
14803,ATX Mid Tower,ATX,Acrylic,50.6,3
14804,HTPC,,,15.3,2
14805,HTPC,,,32.5,4
14806,HTPC,,,30.7,4
14807,ATX Mid Tower,ATX,,55.5,7
14808,ATX Mid Tower,ATX,,55.5,7
14809,ATX Mid Tower,ATX,,55.5,7
14810,ATX Mid Tower,ATX,,64.2,6
14811,ATX Full Tower,ATX,,93.5,10
14812,MicroATX Desktop,ATX,,30.4,3
14813,MicroATX Desktop,ATX,,30.4,3
14814,MicroATX Mini Tower,ATX,,32.9,7
14815,ATX Mid Tower,ATX,,34.8,4
14816,MicroATX Mini Tower,ATX,,28,2
14817,ATX Mid Tower,ATX,Acrylic,40,5
14818,ATX Mid Tower,ATX,Acrylic,40,5
14819,ATX Mid Tower,ATX,Acrylic,40,5
14820,ATX Mid Tower,ATX,Acrylic,40.1,4
14821,ATX Mid Tower,ATX,Acrylic,40.1,4
14822,ATX Full Tower,ATX,Acrylic,52.7,7
14823,ATX Full Tower,ATX,,52.7,7
14824,ATX Mid Tower,ATX,Acrylic,40.1,5
14825,ATX Mid Tower,ATX,Acrylic,41.2,4
14826,ATX Mid Tower,ATX,,37.1,6
14827,ATX Mid Tower,ATX,Acrylic,37.1,6
14828,ATX Mid Tower,ATX,Acrylic,37.1,6
14829,ATX Mid Tower,ATX,Acrylic,37.1,6
14830,ATX Mid Tower,ATX,Acrylic,37.1,6
14831,ATX Mid Tower,ATX,Acrylic,37.1,6
14832,ATX Full Tower,ATX,Acrylic,64.5,6
14833,ATX Full Tower,ATX,Acrylic,64.5,6
14834,ATX Full Tower,ATX,,66.3,6
14835,ATX Full Tower,ATX,Acrylic,64.5,6
14836,ATX Full Tower,ATX,,66.3,6
14837,ATX Full Tower,ATX,Acrylic,64.5,6
14838,ATX Full Tower,ATX,,66.3,6
14839,ATX Mid Tower,ATX,,39.2,5
14840,ATX Mid Tower,ATX,Acrylic,39.2,5
14841,ATX Mid Tower,ATX,Acrylic,39.2,5
14842,ATX Mid Tower,ATX,Acrylic,39.2,5
14843,ATX Mid Tower,ATX,Acrylic,39.2,5
14844,ATX Mid Tower,ATX,Acrylic,39.2,5
14845,MicroATX Mini Tower,ATX,Acrylic,28.4,2
14846,MicroATX Mini Tower,ATX,Acrylic,28.4,2
14847,MicroATX Mini Tower,ATX,Acrylic,28.4,2
14848,MicroATX Mini Tower,ATX,Acrylic,28.4,2
14849,MicroATX Mini Tower,ATX,,28.4,2
14850,MicroATX Mini Tower,ATX,,28.4,2
14851,MicroATX Mini Tower,ATX,Acrylic,28.4,2
14852,MicroATX Desktop,ATX,Acrylic,22.7,2
14853,MicroATX Desktop,ATX,Acrylic,22.7,2
14854,MicroATX Desktop,ATX,Acrylic,22.7,2
14855,MicroATX Desktop,ATX,,22.7,2
14856,MicroATX Desktop,ATX,,22.7,2
14857,MicroATX Desktop,ATX,Acrylic,24.2,2
14858,MicroATX Desktop,ATX,Acrylic,24.2,2
14859,MicroATX Desktop,ATX,Acrylic,24.2,2
14860,MicroATX Desktop,ATX,Acrylic,24.2,2
14861,MicroATX Desktop,ATX,,24.2,2
14862,MicroATX Desktop,ATX,,24.2,2
14863,ATX Mid Tower,ATX,Acrylic,44.4,3
14864,ATX Mid Tower,ATX,Acrylic,44.4,3
14865,ATX Mid Tower,ATX,Acrylic,44.4,3
14866,ATX Mid Tower,ATX,Acrylic,44.4,3
14867,ATX Mid Tower,ATX,Acrylic,42.3,3
14868,ATX Mid Tower,ATX,Acrylic,42.3,3
14869,ATX Mid Tower,ATX,Acrylic,42.3,3
14870,ATX Mid Tower,ATX,,42.3,3
14871,ATX Mid Tower,ATX,,42.3,3
14872,ATX Mid Tower,ATX,,42.3,3
14873,ATX Mid Tower,ATX,,42.3,3
14874,ATX Mid Tower,ATX,Acrylic,,4
14875,ATX Full Tower,ATX,,61.8,9
14876,MicroATX Mini Tower,ATX,,29.1,2
14877,MicroATX Mini Tower,ATX,,29.1,2
14878,ATX Mid Tower,ATX,,33.2,5
14879,ATX Mid Tower,ATX,,38.4,4
14880,ATX Mid Tower,ATX,,38.4,4
14881,MicroATX Mini Tower,ATX,,29.1,2
14882,MicroATX Mini Tower,ATX,,29.1,2
14883,MicroATX Mini Tower,ATX,,21.6,1
14884,MicroATX Mini Tower,ATX,,21.6,1
14885,ATX Desktop,ATX,,28.7,2
14886,HTPC,,,12.8,1
14887,HTPC,,,12.8,1
14888,HTPC,,,12.8,1
14889,ATX Mid Tower,ATX,,,5
14890,ATX Mid Tower,ATX,,38.4,4
14891,ATX Mid Tower,ATX,,38.4,4
14892,ATX Mid Tower,ATX,,38.4,4
14893,MicroATX Mini Tower,ATX,,29.1,1
14894,MicroATX Mini Tower,ATX,,29.1,1
14895,MicroATX Mini Tower,ATX,,29.1,2
14896,MicroATX Mini Tower,ATX,,29.1,2
14897,MicroATX Mini Tower,ATX,,29.1,2
14898,MicroATX Mini Tower,ATX,,29.1,2
14899,MicroATX Mini Tower,ATX,,29.1,2
14900,MicroATX Mini Tower,ATX,,29.1,1
14901,MicroATX Mini Tower,ATX,,29.1,1
14902,MicroATX Mini Tower,ATX,,29.1,1
14903,MicroATX Mini Tower,ATX,,24,1
14904,MicroATX Mini Tower,ATX,,24,1
14905,MicroATX Mini Tower,ATX,,24,1
14906,MicroATX Mini Tower,ATX,,24,1
14907,MicroATX Mini Tower,ATX,,21.6,1
14908,ATX Mid Tower,ATX,,41.4,4
14909,ATX Mid Tower,ATX,,41.4,4
14910,ATX Mini Tower,ATX,,20.8,2
14911,ATX Mid Tower,ATX,Acrylic,34.8,5
14912,ATX Full Tower,ATX,,60.2,5
14913,ATX Full Tower,ATX,,60.2,5
14914,ATX Mid Tower,ATX,Acrylic,38.1,6
14915,ATX Mid Tower,ATX,Acrylic,61.8,4
14916,ATX Mid Tower,ATX,Acrylic,43.6,5
14917,ATX Mid Tower,ATX,Acrylic,65.4,5
14918,ATX Mid Tower,ATX,Acrylic,65.4,5
14919,HTPC,,,30.3,1
14920,ATX Mid Tower,ATX,Acrylic,61.8,8
14921,Mini ITX Tower,SFX,,8.5,1
14922,Mini ITX Tower,SFX,,8.5,1
14923,ATX Mid Tower,ATX,,33.2,4
14924,MicroATX Mid Tower,ATX,,25,3
14925,ATX Mid Tower,ATX,,38.3,3
14926,MicroATX Mid Tower,ATX,,30,4
14927,MicroATX Mid Tower,ATX,,26.7,4
14928,MicroATX Mid Tower,ATX,,30,4
14929,MicroATX Mid Tower,ATX,,26.7,4
14930,ATX Mid Tower,ATX,,33.2,5
14931,ATX Mid Tower,ATX,,42.1,4
14932,MicroATX Slim,ATX,,18.1,1
14933,MicroATX Slim,ATX,,18.1,1
14934,MicroATX Slim,ATX,,18.1,1
14935,MicroATX Slim,ATX,,18.1,1
14936,MicroATX Slim,ATX,,18.1,1
14937,MicroATX Slim,ATX,,18.1,1
14938,MicroATX Slim,ATX,,18.1,1
14939,ATX Full Tower,ATX,,50.6,4
14940,ATX Full Tower,ATX,,50.6,4
14941,ATX Full Tower,ATX,,50.6,4
14942,ATX Full Tower,ATX,,50.6,4
14943,ATX Full Tower,ATX,Acrylic,50.6,4
14944,ATX Full Tower,ATX,Acrylic,50.6,4
14945,MicroATX Desktop,ATX,,18.4,2
14946,Mini ITX Tower,SFX,,9.9,1
14947,Mini ITX Tower,SFX,,9.9,1
14948,Mini ITX Tower,SFX,,9.9,1
14949,MicroATX Mini Tower,ATX,,27.8,1
14950,MicroATX Mini Tower,ATX,,27.8,1
14951,MicroATX Mini Tower,ATX,,26.9,4
14952,ATX Mid Tower,ATX,,35,5
14953,ATX Mid Tower,ATX,,41,5
14954,ATX Mid Tower,ATX,,26.2,3
14955,ATX Mid Tower,ATX,,26.2,3
14956,ATX Mid Tower,ATX,,26.2,3
14957,ATX Mid Tower,ATX,,35.2,3
14958,ATX Mid Tower,ATX,,42.7,4
14959,ATX Mid Tower,ATX,,,4
14960,ATX Mid Tower,ATX,,40.5,5
14961,MicroATX Mid Tower,ATX,,29.3,4
14962,ATX Mid Tower,ATX,,33.9,6
14963,ATX Mid Tower,ATX,,42.2,5
14964,ATX Mid Tower,ATX,,42.2,5
14965,ATX Mid Tower,ATX,,41.5,5
14966,ATX Mid Tower,ATX,,49.9,4
14967,MicroATX Mini Tower,ATX,,24,4
14968,MicroATX Mini Tower,ATX,,24,4
14969,Mini ITX Tower,SFX,,8.4,1
14970,ATX Mid Tower,ATX,,33.2,4
14971,ATX Mid Tower,ATX,,33.2,4
14972,MicroATX Mini Tower,ATX,,25.7,4
14973,MicroATX Mini Tower,ATX,,25.7,4
14974,MicroATX Mini Tower,ATX,,25.7,4
14975,MicroATX Mini Tower,ATX,,25.7,4
14976,MicroATX Mini Tower,ATX,,25.7,4
14977,ATX Mid Tower,ATX,,36.4,2
14978,ATX Mid Tower,ATX,,36.4,2
14979,ATX Mid Tower,ATX,,29.7,4
14980,MicroATX Mini Tower,ATX,,25.1,1
14981,MicroATX Mini Tower,ATX,,25.1,2
14982,ATX Full Tower,ATX,,53.1,5
14983,ATX Mid Tower,ATX,,44.1,3
14984,ATX Mid Tower,ATX,,44.1,3
14985,ATX Mid Tower,ATX,,44.1,3
14986,ATX Mid Tower,ATX,,36.1,6
14987,ATX Mid Tower,ATX,,36.1,6
14988,ATX Full Tower,ATX,,60.5,5
14989,ATX Mid Tower,ATX,,37.1,4
14990,ATX Mid Tower,ATX,,26.5,5
14991,ATX Mid Tower,ATX,,51.6,3
14992,ATX Mid Tower,ATX,,53.8,5
14993,Mini ITX Tower,SFX,,6.8,0
14994,ATX Mid Tower,ATX,,35,3
14995,ATX Mid Tower,ATX,,35,3
14996,MicroATX Mini Tower,ATX,,48,2
14997,MicroATX Mini Tower,ATX,,25.3,2
14998,Mini ITX Tower,SFX,,8.1,0
14999,Mini ITX Tower,SFX,,3.3,0
15000,ATX Mid Tower,ATX,,35,3
15001,ATX Mid Tower,ATX,,43.8,3
15002,MicroATX Mini Tower,ATX,,22.9,1
15003,MicroATX Mini Tower,ATX,,24.2,1
15004,MicroATX Mini Tower,ATX,,24.2,1
15005,ATX Full Tower,ATX,,70.5,6
15006,ATX Full Tower,ATX,,74.1,6
15007,MicroATX Mini Tower,ATX,,17.8,1
15008,ATX Mid Tower,ATX,,35.8,2
15009,ATX Mid Tower,ATX,,45.7,3
15010,MicroATX Mini Tower,ATX,,22.9,1
15011,MicroATX Mini Tower,ATX,,22.9,1
15012,MicroATX Mini Tower,ATX,,22.9,1
15013,MicroATX Mini Tower,ATX,,24.2,1
15014,MicroATX Mini Tower,ATX,,24.2,1
15015,ATX Mid Tower,ATX,Acrylic,55.2,4
15016,ATX Mid Tower,ATX,Acrylic,55.2,4
15017,ATX Mid Tower,ATX,,42.1,5
15018,ATX Mid Tower,ATX,Acrylic,42.1,5
15019,ATX Mid Tower,ATX,Acrylic,42.1,5
15020,ATX Mid Tower,ATX,Acrylic,42.1,5
15021,ATX Mid Tower,ATX,,42.1,5
15022,ATX Mid Tower,ATX,Acrylic,36.2,5
15023,ATX Mid Tower,ATX,Acrylic,42.9,4
15024,ATX Mid Tower,ATX,,47.7,1
15025,ATX Mid Tower,ATX,Acrylic,47.7,4
15026,ATX Mid Tower,ATX,Acrylic,41,5
15027,ATX Mid Tower,ATX,Acrylic,40,3
15028,ATX Mid Tower,ATX,Acrylic,44.6,3
15029,ATX Mid Tower,ATX,Acrylic,47.1,4
15030,ATX Mid Tower,ATX,Acrylic,47.1,4
15031,Mini ITX Tower,SFX,,8.6,1
15032,Mini ITX Tower,SFX,,8.6,1
15033,ATX Mid Tower,ATX,,51.7,7
15034,ATX Mid Tower,ATX,,51.7,7
15035,ATX Mid Tower,ATX,Acrylic,51.7,7
15036,ATX Mid Tower,ATX,Acrylic,64.8,5
15037,MicroATX Mini Tower,ATX,,32.2,3
15038,MicroATX Mini Tower,ATX,,32.2,3
15039,ATX Mid Tower,ATX,,41.7,4
15040,ATX Mid Tower,ATX,Acrylic,41.7,4
15041,ATX Full Tower,ATX,,68.2,4
15042,ATX Mid Tower,ATX,,43,4
15043,ATX Full Tower,ATX,Acrylic,68.3,5
15044,ATX Full Tower,ATX,Acrylic,68.3,5
15045,MicroATX Mini Tower,ATX,Acrylic,22.2,0
15046,MicroATX Mini Tower,ATX,,24.7,2
15047,Mini ITX Desktop,SFX,,14.6,1
15048,Mini ITX Desktop,SFX,Acrylic,14.6,1
15049,ATX Full Tower,ATX,Acrylic,66.7,6
15050,ATX Full Tower,ATX,,69.8,6
15051,Mini ITX Tower,SFX,Acrylic,10.3,1
15052,Mini ITX Tower,SFX,Acrylic,,1
15053,ATX Mid Tower,ATX,,33.3,2
15054,ATX Mid Tower,ATX,,33.8,2
15055,ATX Mid Tower,ATX,,,3
15056,ATX Mid Tower,ATX,Acrylic,38.6,3
15057,ATX Full Tower,ATX,Acrylic,60.2,7
15058,ATX Full Tower,ATX,Acrylic,60.2,6
15059,ATX Full Tower,ATX,Acrylic,65.4,6
15060,ATX Full Tower,ATX,,59.7,8
15061,ATX Mid Tower,ATX,,41.6,5
15062,ATX Mid Tower,ATX,,34,5
15063,ATX Mid Tower,ATX,,39.8,5
15064,ATX Mid Tower,ATX,,39.8,5
15065,ATX Mid Tower,ATX,Acrylic,44.3,5
15066,ATX Mid Tower,ATX,Acrylic,44.3,5
15067,ATX Mid Tower,ATX,Acrylic,37.6,4
15068,ATX Mid Tower,ATX,Acrylic,39.8,4
15069,ATX Full Tower,ATX,,69.8,6
15070,ATX Mid Tower,ATX,,35.5,5
15071,ATX Mid Tower,ATX,,35.5,5
15072,ATX Mid Tower,ATX,,35.5,5
15073,ATX Mid Tower,ATX,Acrylic,38.3,5
15074,ATX Mid Tower,ATX,Acrylic,37.2,5
15075,ATX Mid Tower,ATX,Acrylic,40.3,5
15076,ATX Mid Tower,ATX,Acrylic,38.3,5
15077,ATX Mid Tower,ATX,,43.7,5
15078,ATX Mid Tower,ATX,,47.4,4
15079,HTPC,,,18.5,2
15080,HTPC,,,30.9,6
15081,HTPC,,,31.3,6
15082,ATX Full Tower,ATX,,93.2,8
15083,Mini ITX Tower,SFX,,3.3,0
15084,Mini ITX Desktop,SFX,,11,1
15085,MicroATX Mid Tower,ATX,,38.7,2
15086,ATX Mid Tower,ATX,Acrylic,60.1,6
15087,ATX Mid Tower,ATX,Acrylic,60.1,6
15088,ATX Mid Tower,ATX,,49.1,3
15089,MicroATX Mini Tower,ATX,,12.3,1
15090,ATX Mid Tower,ATX,,34.8,3
15091,ATX Mid Tower,ATX,,32.8,6
15092,ATX Mid Tower,ATX,,36.7,5
15093,ATX Mid Tower,ATX,,39.6,4
15094,ATX Mid Tower,ATX,,39.6,4
15095,ATX Mid Tower,ATX,,31,5
15096,ATX Mid Tower,ATX,Acrylic,71.5,5
15097,MicroATX Mid Tower,ATX,,38.8,4
15098,Mini ITX Tower,SFX,,9.4,1
15099,ATX Mid Tower,ATX,,36.1,6
15100,ATX Mid Tower,ATX,,41.9,3
15101,ATX Mid Tower,ATX,,32.8,5
15102,ATX Mid Tower,ATX,,35.2,4
15103,Mini ITX Tower,SFX,,8.1,1
15104,ATX Mid Tower,ATX,,51.4,5
15105,ATX Mid Tower,ATX,,35,3
15106,ATX Mid Tower,ATX,,34.9,2
15107,MicroATX Mini Tower,ATX,,,1
15108,MicroATX Mini Tower,ATX,,24.2,1
15109,ATX Mid Tower,ATX,Acrylic,49.9,3
15110,ATX Mid Tower,ATX,Acrylic,44.7,4
15111,ATX Mid Tower,ATX,,42.9,4
15112,ATX Mid Tower,ATX,,49.5,4
15113,ATX Mid Tower,ATX,Acrylic,36.2,5
15114,ATX Mid Tower,ATX,Acrylic,47.5,4
15115,ATX Mid Tower,ATX,Acrylic,47.5,4
15116,ATX Mid Tower,ATX,,39.7,6
15117,ATX Full Tower,ATX,Acrylic,69.4,4
15118,ATX Mid Tower,ATX,Acrylic,38.6,3
15119,ATX Mid Tower,ATX,Acrylic,50.6,5
15120,ATX Mid Tower,ATX,,51.7,4
15121,ATX Mid Tower,ATX,Acrylic,44.8,6
15122,ATX Mid Tower,ATX,Acrylic,44.8,6
15123,ATX Mid Tower,ATX,Acrylic,44.8,6
15124,ATX Mid Tower,ATX,,44.8,6
15125,ATX Mid Tower,ATX,Acrylic,65.3,5
15126,ATX Mid Tower,ATX,Acrylic,65.3,5
15127,ATX Mid Tower,ATX,Acrylic,29.8,3
15128,ATX Mid Tower,ATX,Acrylic,29.8,3
15129,ATX Mid Tower,ATX,,29.8,3
15130,ATX Mid Tower,ATX,,42.8,5
15131,ATX Mid Tower,ATX,,34.7,4
15132,ATX Mid Tower,ATX,,34.7,4
15133,ATX Mid Tower,ATX,,40.4,5
15134,ATX Mid Tower,ATX,,40.4,5
15135,ATX Full Tower,ATX,,78.6,5
15136,MicroATX Mini Tower,ATX,,25.3,2
15137,ATX Mid Tower,ATX,,40.4,3
15138,HTPC,,,33.1,6
15139,MicroATX Mini Tower,ATX,,34.5,5
15140,MicroATX Mini Tower,ATX,,34.5,5
15141,ATX Full Tower,ATX,,73.5,7
15142,ATX Mid Tower,ATX,Acrylic,53.3,7
15143,ATX Mid Tower,ATX,Acrylic,53.3,7
15144,ATX Mid Tower,ATX,,47.5,6
15145,ATX Full Tower,ATX,,77.7,9
