model_no,RPM_low,RMP_high,noise_level,water_cooled
21037,600,1700,28.6,false
21038,750,1200,19.6,false
21039,2500,2500,0,false
21040,500,1800,30,true
21041,800,3600,35.8,false
21042,650,1900,26,true
21043,700,1800,38,false
21044,215,1500,27,true
21045,800,2000,0,true
21046,500,1200,23.6,false
21047,800,1850,36.8,false
21048,900,2500,30,false
21049,2000,2000,36,false
21050,500,1800,31.3,true
21051,2500,2500,39.5,true
21052,0,0,0,true
21053,800,2000,32,true
21054,300,1300,21,false
21055,600,2000,34.5,false
21056,800,2000,31,false
21057,1600,1600,25.4,false
21058,200,1800,0,false
21059,500,1700,25.47,true
21060,500,2000,22.6,true
21061,800,2000,32,true
21062,500,1500,30.5,true
21063,120,2600,27.2,false
21064,800,2200,35,true
21065,650,2000,30,true
21066,600,1800,31.8,true
21067,2000,2000,27,true
21068,400,1600,39.8,true
21069,800,2300,36.9,true
21070,600,2200,26.4,false
21071,500,2200,23.8,false
21072,1800,1800,32.1,true
21073,500,1600,0,false
21074,800,2000,0,true
21075,500,1800,35.2,true
21076,600,1500,28.9,false
21077,550,2200,36.4,true
21078,600,1800,26,true
21079,200,1700,0,false
21080,700,1800,37.2,false
21081,2400,2400,27.3,false
21082,400,1750,30.8,true
21083,200,1800,22.5,true
21084,250,1800,0,true
21085,900,1300,19.8,false
21086,1500,1500,35,true
21087,500,1650,0,false
21088,600,2000,34.5,false
21089,800,2000,29,false
21090,2000,2000,29,true
21091,800,2000,32,true
21092,200,2100,24.4,false
21093,800,2150,29,false
21094,200,1800,0,false
21095,500,2300,28,true
21096,800,2000,34,true
21097,500,2000,36,true
21098,700,1500,26.4,true
21099,500,1800,30,true
21100,500,1800,17.8,true
21101,500,1400,27.2,true
21102,800,1800,25,false
21103,500,1800,23.46,true
21104,800,1600,26,false
21105,500,2200,33.1,true
21106,600,1400,22.5,false
21107,600,2200,35.6,true
21108,0,0,0,false
21109,500,1800,32.1,true
21110,500,1800,32,true
21111,200,1900,22.5,true
21112,800,2000,31,true
21113,800,2500,37.6,true
21114,500,2000,32.6,true
21115,0,0,31.5,true
21116,500,1800,32.5,false
21117,800,2150,29,true
21118,500,1200,23.6,false
21119,0,0,0,false
21120,500,1500,27,false
21121,700,1500,27,false
21122,900,1300,19.8,false
21123,2400,2400,40,true
21124,600,2200,26.4,false
21125,500,1500,27,false
21126,600,2000,34,true
21127,700,2200,36,true
21128,700,1800,35.2,true
21129,500,1800,35.2,true
21130,0,0,0,true
21131,550,1700,29,true
21132,0,0,30.5,false
21133,600,2200,35.6,true
21134,500,2000,22.6,true
21135,500,2000,22.3,true
21136,700,1800,32.5,false
21137,2000,2000,36.9,true
21138,500,2000,23.9,false
21139,100,2000,29.1,false
21140,700,1800,35.2,true
21141,800,2800,35.2,false
21142,800,1900,32,true
21143,1800,1800,35,false
21144,500,2000,34,true
21145,100,5500,56,false
21146,300,1800,33.9,true
21147,800,1800,0,true
21148,500,2000,31.2,false
21149,300,1400,0,false
21150,800,2800,35,false
21151,700,1300,24,false
21152,1400,1400,26.7,false
21153,600,1800,24,false
21154,600,2000,29.4,false
21155,700,1800,32.5,false
21156,300,1500,29.75,false
21157,2150,2150,27,true
21158,500,2000,31.6,true
21159,600,3000,30.54,false
21160,200,1800,0,false
21161,0,0,0,false
21162,500,2400,39.9,true
21163,500,2000,28,true
21164,700,1800,35.2,true
21165,500,1800,32.1,true
21166,500,2200,36.8,true
21167,500,1800,25.6,false
21168,900,2000,33.5,true
21169,800,2200,31,false
21170,600,1400,22.5,false
21171,800,1500,24,false
21172,500,1500,23.9,true
21173,800,2000,0,true
21174,800,2200,33.8,false
21175,0,0,0,false
21176,700,1800,35.2,false
21177,150,1500,28.6,false
21178,800,2200,30,false
21179,500,1400,22,false
21180,200,1800,24.4,false
21181,700,1800,35.2,true
21182,1600,1600,26,false
21183,700,1800,35.2,true
21184,150,3600,34.7,false
21185,500,2200,36.8,true
21186,800,1800,25,false
21187,2000,2000,40,true
21188,400,1400,23.7,false
21189,650,2000,30,true
21190,100,3000,31.5,false
21191,130,2500,39,true
21192,800,2000,0,false
21193,500,1800,32.1,true
21194,1300,1300,14.6,false
21195,650,1800,27,true
21196,500,2000,39.1,true
21197,200,1800,22.5,true
21198,200,1900,22.5,true
21199,500,2200,25.8,false
21200,2000,2000,23.1,false
21201,500,2000,34.3,true
21202,700,1800,37.2,false
21203,500,2200,35.2,false
21204,600,1500,0,true
21205,900,2000,0,false
21206,130,2650,27.5,false
21207,100,2700,0,false
21208,190,2300,22,false
21209,500,1500,30.5,false
21210,300,1400,23.9,false
21211,1500,1500,25.6,true
21212,1500,1500,35,true
21213,300,1400,0,false
21214,800,1800,25,false
21215,400,1050,22,false
21216,600,2500,33,false
21217,500,2200,34.2,true
21218,500,1800,35,true
21219,800,2500,37.6,true
21220,2150,2150,28.1,false
21221,500,2200,36.8,true
21222,2500,2500,28.3,false
21223,2200,2200,23.4,false
21224,500,1400,24.7,true
21225,500,1850,36,false
21226,500,2000,31.6,true
21227,800,2000,37,true
21228,600,2400,40,true
21229,700,1300,23,false
21230,2800,2800,42.5,false
21231,700,1300,23,false
21232,500,1800,30,true
21233,700,1800,35.2,true
21234,600,1500,32,false
21235,900,2800,34,false
21236,700,1800,35.2,false
21237,300,1500,22,false
21238,300,1400,18,false
21239,4500,4500,35,false
21240,100,2000,33,true
21241,0,0,31.5,true
21242,0,0,30,true
21243,100,2600,33.4,false
21244,2000,2000,31.4,true
21245,145,2000,0,true
21246,800,1500,26.4,true
21247,600,1600,31,false
21248,800,1900,34.5,false
21249,700,1800,35.2,true
21250,500,2000,34.3,true
21251,500,2000,34.3,true
21252,600,2200,35,false
21253,1100,1100,29.4,true
21254,2000,2000,29,true
21255,600,1800,31,false
21256,250,1800,0,true
21257,150,2800,27.7,false
21258,300,1200,24.9,false
21259,400,1800,38,false
21260,4800,4800,36,false
21261,600,1800,37.1,true
21262,800,1650,0,false
21263,800,2600,32,false
21264,900,1500,30,false
21265,0,0,0,true
21266,500,1800,31.3,true
21267,650,2000,30,true
21268,600,2500,30,false
21269,800,2500,37.6,true
21270,800,2500,37.6,true
21271,300,2000,0,false
21272,700,1800,35.2,false
21273,600,1500,28.9,false
21274,2000,2000,22.1,true
21275,2400,2400,24,false
21276,600,2200,35.6,true
21277,800,3600,35.8,false
21278,350,1800,22.9,false
21279,500,1800,33.28,true
21280,500,2000,22.3,true
21281,800,1800,21,false
21282,100,1700,28,false
21283,800,1300,20,false
21284,2000,2000,22.5,false
21285,600,1800,34.1,true
21286,300,1200,24.9,false
21287,500,1500,27.3,false
21288,700,1800,35.2,true
21289,500,1800,30,true
21290,900,1500,30,false
21291,800,2500,37.6,true
21292,800,2500,29.6,false
21293,1800,1800,0,true
21294,900,2000,33.5,false
21295,550,1700,29,true
21296,500,2500,23,true
21297,300,1200,24.9,false
21298,600,2200,36.6,true
21299,600,2200,36.6,true
21300,600,1500,32,false
21301,800,2800,35.2,false
21302,500,1600,35,false
21303,300,1200,24.9,false
21304,500,1400,26.2,true
21305,800,2150,29,true
21306,500,1500,23.9,true
21307,100,2000,20,true
21308,900,2200,34.6,false
21309,2400,2400,27,true
21310,0,0,0,false
21311,800,3300,32.5,false
21312,500,1800,33.6,false
21313,200,2100,24.4,false
21314,300,2300,28.83,false
21315,900,2000,31.5,false
21316,1500,1500,25.6,false
21317,800,2700,25,false
21318,500,1800,25.6,false
21319,500,1800,35.2,true
21320,2000,2000,23.1,false
21321,500,2000,30.7,true
21322,150,2500,25,false
21323,800,1500,27,false
21324,600,2000,32,false
21325,400,1800,28,true
21326,800,3000,30.5,false
21327,2500,2500,28.3,false
21328,800,1900,28.8,true
21329,500,2000,33.2,true
21330,600,1800,37.1,true
21331,5500,5500,0,false
21332,140,2800,32,false
21333,1700,1700,30.32,true
21334,150,1700,26.4,false
21335,100,1500,24.53,false
21336,900,1600,21,false
21337,500,1700,31,false
21338,0,0,0,false
21339,800,1800,31.6,false
21340,300,1400,0,false
21341,700,1800,29.7,false
21342,500,1800,35.2,true
21343,600,2200,23.8,false
21344,800,2150,29,true
21345,500,1600,35,false
21346,600,2200,35.6,true
21347,300,1300,21,false
21348,800,2800,33.4,false
21349,500,1800,35.2,true
21350,900,1700,30,false
21351,800,1500,29,false
21352,300,1500,29.75,false
21353,600,1600,23.4,true
21354,160,2000,31.5,false
21355,4500,4500,39,false
21356,500,1600,30,false
21357,600,2000,0,false
21358,600,1800,27.6,false
21359,800,2000,37,true
21360,600,2400,40,true
21361,2200,2200,30.1,false
21362,2400,2400,27,true
21363,0,0,0,false
21364,800,2000,38.2,true
21365,200,1800,24.4,false
21366,200,2100,0,false
21367,100,1800,26.3,false
21368,500,2000,32.6,true
21369,500,1800,33.6,false
21370,500,1500,30.5,false
21371,500,2200,34.2,true
21372,700,1800,35.2,false
21373,650,1800,27,false
21374,1850,1850,29.6,true
21375,500,2000,29.85,true
21376,500,1800,35.2,true
21377,2200,2200,23.3,false
21378,600,2500,25,false
21379,0,0,0,false
21380,200,1400,28.43,false
21381,650,2000,22.95,false
21382,500,1600,23.5,false
21383,500,2300,28,true
21384,800,1800,28,true
21385,100,1500,24.53,false
21386,700,1800,37.6,false
21387,500,1500,30.5,false
21388,500,1500,30.5,false
21389,500,1600,23.5,false
21390,405,2400,36.2,true
21391,2200,2200,30,true
21392,160,2000,31.5,false
21393,160,2000,31.5,true
21394,800,2400,17,false
21395,100,2200,30.1,false
21396,500,2000,0,false
21397,2200,2200,27,false
21398,2200,2200,31.6,false
21399,200,1800,24.4,false
21400,900,1500,30,false
21401,600,2500,45,false
21402,800,2300,0,true
21403,650,1800,30,true
21404,1500,1500,26.8,true
21405,2300,2300,44.5,true
21406,300,1200,24.9,false
21407,2700,2700,22.4,false
21408,500,2000,32.6,true
21409,600,1800,26.2,false
21410,500,2000,34.3,true
21411,400,1500,26.4,true
21412,600,2200,25.8,false
21413,500,2200,33.5,true
21414,600,1800,32.5,true
21415,800,2200,33.8,false
21416,800,2150,29,true
21417,500,1800,35.2,true
21418,100,1800,26.3,false
21419,300,1300,21,false
21420,800,1800,21.3,false
21421,600,3000,30,false
21422,400,1800,28,true
21423,2200,2200,22,false
21424,0,0,35.98,false
21425,800,2150,29,false
21426,500,1600,27,true
21427,800,2400,35,true
21428,800,2200,23,false
21429,100,1800,26.3,false
21430,800,2000,29,true
21431,2000,2000,0,true
21432,100,4000,40,false
21433,500,2000,33.67,false
21434,600,2400,40,true
21435,100,2000,20,true
21436,700,1300,24,false
21437,600,1300,25.4,false
21438,500,2000,33.67,false
21439,200,1800,24.4,false
21440,500,1800,41.5,false
21441,200,2100,0,false
21442,400,1800,28,false
21443,500,1800,30,true
21444,2700,2700,22.4,false
21445,600,1800,35,true
21446,500,1700,35.5,true
21447,1800,1800,0,true
21448,700,1800,35.2,false
21449,600,2000,29,false
21450,0,0,31.5,true
21451,1500,1500,0,false
21452,1600,1600,35.6,true
21453,700,1800,35.2,false
21454,700,1800,35.2,false
21455,300,1950,29.4,false
21456,500,1800,25,false
21457,800,1500,29,false
21458,600,2000,34.5,false
21459,500,1600,27,true
21460,800,2800,0,false
21461,400,1800,25,true
21462,700,1600,31.5,false
21463,500,1300,30.7,false
21464,500,2500,28.1,true
21465,0,0,0,true
21466,4200,4200,44,false
21467,800,1800,21,false
21468,100,2000,20,false
21469,120,2000,27.36,true
21470,900,1200,19,false
21471,0,0,0,false
21472,0,0,0,false
21473,100,2000,39.9,false
21474,800,2200,35,false
21475,150,7000,47.5,false
21476,400,1400,28,false
21477,800,2500,27.3,false
21478,700,1300,25,false
21479,900,1300,21,false
21480,800,2800,33,false
21481,600,2200,39.29,true
21482,900,1600,26.1,false
21483,500,2300,35,true
21484,2200,2200,30,false
21485,900,1300,22.5,false
21486,800,1500,26.4,true
21487,300,1400,28,false
21488,1600,1600,36,false
21489,300,1400,18,false
21490,650,2000,30,false
21491,650,2000,30,true
21492,300,1200,24.9,false
21493,500,1800,32.1,true
21494,500,1600,21,false
21495,900,1600,36,true
21496,250,1600,0,false
21497,700,1500,26.4,true
21498,500,1800,32.5,false
21499,1500,1500,25.6,false
21500,500,1700,35.5,true
21501,200,1800,22.5,true
21502,1500,1500,25.6,false
21503,900,2000,31.5,true
21504,2200,2200,23.8,false
21505,300,1850,29.4,false
21506,500,2200,33.5,true
21507,500,1800,26.8,false
21508,800,1800,32,true
21509,1850,1850,29.6,true
21510,2150,2150,28.1,true
21511,500,1500,30.5,false
21512,300,1950,29.4,false
21513,120,3400,26,false
21514,500,2200,36.8,true
21515,650,1800,27,true
21516,2150,2150,27,true
21517,500,2000,0,false
21518,3200,3200,25.17,false
21519,800,2000,38,false
21520,600,2600,24.5,false
21521,900,2500,19.5,false
21522,800,1800,31.6,false
21523,600,2000,36,false
21524,2500,2500,23.8,false
21525,2000,2000,39,true
21526,600,2500,45,false
21527,400,1400,28,false
21528,0,0,0,false
21529,800,2000,21.9,false
21530,800,2400,27,true
21531,600,1800,32.4,false
21532,300,1400,31.1,false
21533,1100,1100,19,false
21534,500,4000,39.03,false
21535,500,1800,31.3,true
21536,500,1800,31.3,true
21537,200,1800,24.4,false
21538,0,0,22.5,false
21539,0,0,0,false
21540,600,1800,31,false
21541,800,2000,23.6,false
21542,800,1500,27,false
21543,500,2000,32.6,true
21544,500,1800,32.1,true
21545,700,1800,35.2,true
21546,500,1500,24.6,false
21547,600,1700,27.7,false
21548,600,1700,27.7,true
21549,900,2000,31.5,false
21550,500,2000,33.2,true
21551,200,1900,22.5,true
21552,600,2000,26.5,false
21553,700,1800,35.2,true
21554,1600,1600,35.6,true
21555,1500,1500,25.6,true
21556,600,1800,32,true
21557,700,1800,35.2,true
21558,700,1800,35.2,true
21559,800,2800,35.2,false
21560,2000,2000,23.1,false
21561,2000,2000,28.2,true
21562,600,2000,29.7,true
21563,800,2000,34,true
21564,600,1800,25,false
21565,2000,2000,22.1,true
21566,100,2500,29.8,false
21567,800,1700,26.9,true
21568,900,2000,22.1,false
21569,1750,1750,29.8,true
21570,900,2000,24,false
21571,125,2800,35,false
21572,750,1200,19.6,false
21573,120,2100,48,false
21574,135,2600,27.5,false
21575,700,1200,19,false
21576,600,2400,40,false
21577,500,2000,0,false
21578,900,2000,14,false
21579,600,2000,14,false
21580,600,1800,27.6,false
21581,800,2200,38.1,false
21582,100,2000,20,true
21583,1500,1500,18.8,false
21584,100,3000,0,false
21585,1600,1600,21,false
21586,800,1700,26.9,true
21587,300,1300,24.9,false
21588,120,2500,28,false
21589,900,2500,30,false
21590,0,0,0,false
21591,500,2000,30,true
21592,0,0,0,false
21593,650,2200,31.67,false
21594,800,3300,32.5,false
21595,2000,2000,36.9,true
21596,2000,2000,36.9,true
21597,150,2500,25,false
21598,800,1800,25,false
21599,850,2200,29.8,false
21600,200,1800,24.4,false
21601,300,1400,28,false
21602,700,1500,26.4,true
21603,800,1600,32.6,true
21604,700,1800,35.2,true
21605,300,1600,25,false
21606,650,2000,30,false
21607,800,1600,26.1,false
21608,500,1500,27,false
21609,800,1500,25,true
21610,500,2000,41,false
21611,750,1600,26.7,false
21612,750,2000,40.4,false
21613,700,1800,35.2,false
21614,500,1600,0,false
21615,500,2000,32.6,true
21616,500,1600,23.5,true
21617,1500,1500,25.2,false
21618,1500,1500,25.6,false
21619,800,2000,31,false
21620,500,2200,39.1,true
21621,150,2500,23,false
21622,500,2000,22.3,true
21623,500,1800,25.6,false
21624,800,1850,36.8,false
21625,600,1500,32,false
21626,700,1800,37.6,false
21627,1850,1850,29.6,true
21628,500,1800,35.2,true
21629,900,2000,31.2,false
21630,700,1800,35.2,false
21631,300,1950,29.4,false
21632,2000,2000,27.7,true
21633,400,1800,28,true
21634,600,1600,32,false
21635,800,1700,22,false
21636,405,2400,36.2,true
21637,0,0,0,true
21638,100,2200,0,false
21639,800,1500,27,false
21640,500,2500,23,true
21641,110,6000,53.8,false
21642,0,0,0,false
21643,500,2500,23,true
21644,800,2150,29,true
21645,900,2200,24.1,false
21646,500,1500,30.5,false
21647,2150,2150,28.1,true
21648,100,2000,21,false
21649,800,2800,35,false
21650,0,0,0,false
21651,2000,2000,24,false
21652,2400,2400,24,false
21653,100,1600,26,false
21654,120,1800,39,false
21655,1300,1300,21.2,false
21656,2200,2200,31.2,false
21657,600,2400,0,true
21658,500,1600,30,false
21659,0,0,0,false
21660,650,1400,28,false
21661,100,2600,36.6,true
21662,800,1500,24,false
21663,600,1900,31.5,false
21664,600,2500,33,false
21665,500,2000,35,true
21666,600,2200,37,true
21667,500,1350,0,true
21668,600,1600,30.2,false
21669,1800,1800,29.2,false
21670,800,800,15,false
21671,500,1800,31.3,true
21672,600,2200,0,false
21673,1600,1600,37.3,true
21674,600,1800,34.1,true
21675,0,0,0,false
21676,500,1500,18.2,false
21677,500,1800,31.3,true
21678,500,1500,25,true
21679,500,1600,0,false
21680,500,1800,35.4,true
21681,800,2300,0,true
21682,650,2000,15,true
21683,300,1600,25,false
21684,900,2500,0,false
21685,1100,1100,25,true
21686,800,2200,27.4,true
21687,650,2000,0,false
21688,150,2500,25,false
21689,800,1900,28.8,true
21690,900,2000,31.5,false
21691,600,1600,34,true
21692,600,1800,35,true
21693,500,2000,33.2,true
21694,500,2000,34.3,true
21695,2150,2150,28.1,false
21696,600,2200,25.8,false
21697,600,2200,0,false
21698,2000,2000,23.1,false
21699,800,1850,36.8,false
21700,800,2000,35.2,true
21701,0,0,24.6,false
21702,500,2200,32.3,false
21703,2150,2150,27,true
21704,2000,2000,27.7,true
21705,600,2000,29.7,true
21706,1800,1800,23,false
21707,120,3000,44.5,false
21708,1600,1600,35.6,true
21709,800,2500,35,false
21710,2200,2200,24,false
21711,500,1600,31,false
21712,500,2000,32.6,true
21713,800,1800,28,false
21714,800,2000,35.2,true
21715,700,1800,35.2,false
21716,2600,2600,24.5,false
21717,2200,2200,22,false
21718,2200,2200,17,false
21719,135,2600,27,false
21720,100,3000,25.3,false
21721,135,2400,24,false
21722,600,3000,26.5,false
21723,650,2200,31.67,false
21724,120,3000,38,false
21725,900,2300,30,false
21726,300,1350,0,false
21727,100,1600,17.6,false
21728,1300,1300,24.1,false
21729,500,2000,0,false
21730,470,1900,37,false
21731,1200,1200,25,false
21732,120,2000,27.36,true
21733,120,1500,22,false
21734,100,1500,25,false
21735,100,6000,55.8,false
21736,100,4500,45.9,false
21737,0,0,0,false
21738,400,1350,0,false
21739,750,1600,25.4,false
21740,100,2500,31.92,false
21741,900,1300,21,false
21742,900,1300,21,false
21743,210,2100,28.8,false
21744,2500,2500,30,true
21745,100,1500,24.53,false
21746,700,1400,31.1,false
21747,1300,1300,26.6,false
21748,600,2200,39.29,true
21749,100,2000,20,true
21750,500,1600,28.9,false
21751,500,2300,35,true
21752,300,1300,21,false
21753,300,1400,27.3,false
21754,500,1200,19,false
21755,600,2400,35,true
21756,700,700,18.5,false
21757,500,1500,18.2,false
21758,200,1800,24.4,false
21759,700,1800,35.2,true
21760,900,1800,36,true
21761,900,1800,36,true
21762,900,1800,30,true
21763,150,2800,27.7,false
21764,100,2000,0,false
21765,700,1300,0,false
21766,800,1500,22,true
21767,1100,1100,25,true
21768,600,1800,32,true
21769,800,1800,27.8,true
21770,500,2000,28,true
21771,500,1800,30,true
21772,500,1500,27,false
21773,750,1600,26.7,false
21774,600,1700,27.7,false
21775,600,1800,27.7,false
21776,600,1700,27.7,true
21777,600,1500,23,false
21778,600,2500,29.5,false
21779,500,1800,35,true
21780,500,1600,23.5,true
21781,600,1800,35,true
21782,500,2000,33.2,true
21783,200,1900,22.5,true
21784,500,2000,34.3,true
21785,2700,2700,22.4,false
21786,300,1500,26.4,true
21787,700,1500,30.5,false
21788,500,1800,20.2,false
21789,800,2800,35.2,false
21790,800,1600,20.2,false
21791,900,2000,31.5,true
21792,400,1800,35.5,true
21793,1500,1500,25.6,true
21794,800,1600,29,false
21795,1500,1500,25.6,true
21796,600,1800,32,true
21797,800,2150,29,true
21798,1850,1850,29.6,false
21799,500,1800,22.8,false
21800,300,1950,29.4,false
21801,2150,2150,27,true
21802,500,2000,30.7,true
21803,0,0,0,true
21804,2000,2000,27.7,true
21805,500,1800,26.8,false
21806,800,2000,34,true
21807,400,1800,28,true
21808,600,1400,22.5,false
21809,800,2300,31.6,false
21810,150,2500,28,false
21811,800,1700,26.9,true
21812,500,4000,39.03,false
21813,750,1500,25.5,false
21814,120,2500,26,false
21815,200,1800,23.5,false
21816,800,2200,38,false
21817,800,2200,38,false
21818,120,2500,43,false
21819,2900,2900,29.58,false
21820,900,1700,30,false
21821,100,2150,39,false
21822,700,1400,26,false
21823,170,2400,24,false
21824,0,0,0,false
21825,120,1800,23,false
21826,100,2200,20,false
21827,120,2500,28,false
21828,500,2000,24,false
21829,900,2400,26.4,false
21830,700,1200,19,false
21831,600,1800,34.6,false
21832,120,2000,27.36,true
21833,2400,2400,30,false
21834,100,2400,30,false
21835,700,700,19,false
21836,0,0,0,false
21837,600,1800,27.6,false
21838,120,3000,33,true
21839,600,2400,40,false
21840,150,2600,22.7,false
21841,600,1300,24.5,false
21842,100,2200,0,false
21843,900,1300,21,false
21844,2000,2000,39,true
21845,1200,1200,22.4,false
21846,900,1300,25,false
21847,800,2000,27,false
21848,2200,2200,23,false
21849,800,1800,33,true
21850,500,1300,30.7,false
21851,1800,1800,21,false
21852,150,2500,35,true
21853,700,1200,19.3,false
21854,2000,2000,22,false
21855,800,1200,18,false
21856,500,1500,21,false
21857,400,1350,22.5,false
21858,500,2000,35,true
21859,0,0,0,false
21860,600,2200,39.29,true
21861,600,2200,23.8,false
21862,500,1800,21.2,true
21863,300,1500,29.8,false
21864,500,1800,31.3,true
21865,500,1800,31.3,true
21866,300,1400,19,false
21867,900,1500,30,false
21868,600,1800,34.1,true
21869,600,1800,34.1,true
21870,0,0,0,false
21871,2500,2500,26.4,true
21872,650,3000,30,false
21873,800,2400,35,true
21874,800,2000,33.2,false
21875,600,2500,33,false
21876,0,0,0,true
21877,200,1800,24.4,false
21878,120,1350,22.5,false
21879,120,2100,30,false
21880,500,1800,31.3,true
21881,800,2200,25,false
21882,800,1800,29,false
21883,600,1800,31,false
21884,900,1800,36,true
21885,600,1800,34.1,true
21886,550,1700,29,true
21887,500,2300,28,true
21888,120,1500,0,true
21889,300,1300,21,false
21890,120,1500,0,true
21891,600,2500,30,false
21892,500,1800,30,true
21893,600,1500,23,false
21894,500,2300,28,true
21895,500,1500,25,true
21896,800,3000,33,false
21897,600,1800,27.7,false
21898,600,1750,27.7,false
21899,600,1700,27.7,true
21900,600,1700,27.7,true
21901,500,1600,0,true
21902,500,1400,0,false
21903,400,1050,22,false
21904,400,1050,22,false
21905,500,1800,25,true
21906,500,2000,32.6,true
21907,1500,1500,0,true
21908,1800,1800,30.2,false
21909,500,2000,31.8,false
21910,800,2000,29,true
21911,2200,2200,28.5,false
21912,600,2200,23.8,false
21913,500,1600,20.2,false
21914,900,2000,31.5,true
21915,400,1800,25,true
21916,400,1800,35.5,true
21917,900,4000,36,false
21918,500,1800,26.8,false
21919,800,1800,32,true
21920,2200,2200,38,true
21921,800,1600,29,false
21922,500,2250,32.9,true
21923,500,2250,32.9,true
21924,2150,2150,28.1,true
21925,800,3600,35.8,false
21926,800,3600,35.8,false
21927,700,1800,35.2,true
21928,900,2000,31.5,true
21929,900,2000,31.5,true
21930,500,1800,35.2,true
21931,800,1500,30.5,false
21932,500,2200,25.8,false
21933,500,2200,25.8,false
21934,1750,1750,29.8,true
21935,2000,2000,27.7,true
21936,500,1800,26.8,false
21937,120,5000,42.5,false
21938,2750,2750,28.2,false
21939,500,2000,30.7,true
21940,0,0,22.5,false
21941,700,1800,37.6,false
21942,800,1800,32,true
21943,400,1800,28,true
21944,1500,1500,0,true
21945,800,2300,31.6,false
21946,800,2150,29,true
21947,0,0,0,false
21948,0,0,19,false
21949,2200,2200,22,false
21950,0,0,0,false
21951,2200,2200,18,false
21952,130,2000,24,false
21953,100,1600,28,false
21954,800,2000,33.2,false
21955,115,2300,32,false
21956,470,1900,27.3,false
21957,300,2500,31.07,false
21958,0,0,0,false
21959,120,2500,28,false
21960,120,2800,28,false
21961,100,2800,28,false
21962,900,2600,30,false
21963,900,2300,30,false
21964,800,1500,24,false
21965,100,1950,33,false
21966,2200,2200,23.8,false
21967,2600,2600,33,false
21968,300,2500,16,false
21969,600,2000,0,false
21970,750,2500,41.5,false
21971,120,1800,30,false
21972,800,1200,18,false
21973,750,1500,25.5,false
21974,900,2200,34.6,false
21975,0,0,0,false
21976,700,2400,27.4,true
21977,0,0,16,false
21978,500,1300,21,false
21979,120,2600,27.8,false
21980,850,1200,24,false
21981,100,2000,37.1,false
21982,750,2500,27,false
21983,800,1600,0,false
21984,900,2800,31,false
21985,0,0,26,false
21986,900,2400,32.5,false
21987,2200,2200,23.4,false
21988,120,2600,27.2,false
21989,950,1350,21,false
21990,500,2000,41,false
21991,140,2800,32,false
21992,1600,1600,24,false
21993,125,2800,35,false
21994,400,1350,0,false
21995,400,1350,0,false
21996,300,2500,31.07,false
21997,800,1500,29,false
21998,100,2200,30.1,false
21999,130,1800,34,false
22000,800,2600,32,false
22001,0,0,0,false
22002,600,1800,27.6,false
22003,900,2400,25.8,false
22004,140,2200,38,false
22005,600,2500,45,false
22006,1600,1600,20.5,true
22007,2000,2000,36,false
22008,0,0,0,false
22009,2300,2300,29,false
22010,1500,1500,21.4,false
22011,1500,1500,24.4,false
22012,500,1300,30.7,false
22013,800,1600,30.2,false
22014,2000,2000,25,false
22015,120,2500,43,true
22016,800,1800,26,false
22017,800,1600,30.2,false
22018,800,1800,33,true
22019,700,1500,28.5,false
22020,800,2600,32,false
22021,2400,2400,40.33,true
22022,600,2400,38,true
22023,100,2500,31.92,false
22024,100,3800,43.4,false
22025,500,2000,22.5,false
22026,600,2500,30,true
22027,800,2800,28,false
22028,500,1500,24.6,false
22029,500,1800,34.79,false
22030,135,2400,24,false
22031,0,0,0,false
22032,600,1000,23,false
22033,100,2200,28.87,false
22034,2200,2200,0,false
22035,900,1800,32.4,false
22036,750,1800,28,false
22037,100,2000,0,false
22038,100,2000,0,false
22039,600,1600,0,false
22040,150,4000,37.5,false
22041,2400,2400,40.33,true
22042,800,2000,24,false
22043,150,3400,26,false
22044,120,2000,27.36,true
22045,150,2500,35,true
22046,600,1000,23,false
22047,300,1500,29.5,false
22048,600,1850,38,true
22049,800,1800,26,false
22050,140,2000,28.9,false
22051,900,2500,30,false
22052,0,0,0,false
22053,600,1600,30.2,false
22054,450,4500,27.8,false
22055,500,2000,0,false
22056,800,2500,28.8,false
22057,800,1800,29.2,false
22058,160,1800,29.2,false
22059,1800,1800,29.2,false
22060,500,2000,30,true
22061,800,1500,30.8,false
22062,600,2200,39.29,true
22063,300,1800,23.6,false
22064,300,1500,29.8,false
22065,120,3500,62.88,false
22066,300,1400,19,false
22067,600,2200,39.3,true
22068,900,1500,30,false
22069,500,1500,24.8,false
22070,0,0,0,true
22071,750,1600,26.7,false
22072,750,1500,26.5,false
22073,500,2300,28,true
22074,200,1800,24.4,false
22075,0,0,22.5,false
22076,0,0,22.5,false
22077,120,2500,26,false
22078,120,2500,26,false
22079,100,2000,28,false
22080,800,1800,29,false
22081,800,1800,29,false
22082,700,1800,35.2,true
22083,700,1800,35.2,true
22084,300,2300,28.26,false
22085,100,5000,51.7,false
22086,900,1800,30,true
22087,800,1500,30.8,false
22088,300,1300,21,false
22089,300,1300,33,false
22090,600,1800,34.1,true
22091,500,2300,28,true
22092,650,2000,30,true
22093,600,2200,38,false
22094,1800,1800,28,false
22095,0,0,25,false
22096,600,1600,30.2,false
22097,600,1700,27.7,false
22098,600,1700,27.7,false
22099,600,1800,27.7,false
22100,600,1750,27.7,false
22101,300,2000,0,false
